iter,kappa_roc,kappa_prc
194,0.07119339735066399,0.22162687588632196
195,0.06457120555341644,0.20039735548829563
196,0.0679317317303838,0.20792710711129292
197,0.06521485103509606,0.23832694298865992
198,0.06962324490607252,0.18957330940533323
199,0.06681344009523604,0.16105784337652412
200,0.06849927908533426,0.16990500569521289
201,0.06443877940690279,0.19628486640676784
202,0.06862193278775552,0.24474801488649578
203,0.07033596299561218,0.1979718416695866
204,0.06881549459571512,0.24140465248608378
205,0.07111368846296462,0.20024305457785263
206,0.06405371604258248,0.26605978553652343
207,0.0706031105303262,0.15362154303019188
208,0.06631221142627419,0.3563382975089433
209,0.06883172482102595,0.2129745103212145
210,0.07070485503439095,0.1701835531418575
211,0.06673758223632231,0.3520249393467466
212,0.06923536397547303,0.21464924978882982
213,0.06988827017159038,0.20070019928953353
214,0.06794537772850151,0.1650793012381721
215,0.0644458300662738,0.24193427565754166
216,0.06545249203436398,0.20827291101452106
217,0.06863562259917644,0.19162494003999975
218,0.06362979033285265,0.15070625595008685
219,0.06769750351243164,0.22567581092421685
220,0.0672126968193667,0.20637993890349088
221,0.06959307407338278,0.3268600617668922
222,0.06275465865940233,0.231489368566827
223,0.06864516975998658,0.18490457505359137
224,0.06660593218026212,0.2206258980587107
225,0.07119956532381067,0.20024025373748194
226,0.07022879166305263,0.1255737863324966
227,0.07393777885982522,0.286522497663352
228,0.0664561699125843,0.11762479712788554
229,0.06874701919858506,0.1439919422997915
230,0.0633918630096737,0.1879293549959074
231,0.06491080029708529,0.2525499955436519
232,0.0693391492311739,0.2888175077364439
233,0.06813929616898085,0.1688600425216361
234,0.06860258000287889,0.16862905462248023
235,0.06766497159226903,0.19999051721193117
236,0.06588397206246976,0.30065181147301023
237,0.0670283958400375,0.20587141935861475
238,0.06692817892404612,0.1622530126229555
239,0.06990663504169325,0.1532462585700073
240,0.06851548293342069,0.12988987582073647
241,0.07300566868714009,0.2545294866159292
242,0.06708140073339686,0.11916614989803809
243,0.06482840587582395,0.22435246584741653
244,0.06486697509141814,0.22918307559319417
245,0.06373503757091536,0.2017258940099078
246,0.0684275226004385,0.21171013560602592
247,0.06872031908846865,0.18527274040514702
248,0.0715519317787725,0.21501146886618955
249,0.06861420422220732,0.2214534306514766
250,0.07013130983084626,0.2955366095108535
251,0.06646427751452011,0.19162740017953722
252,0.06911896990904753,0.25876223794425235
253,0.06503806734144346,0.17408119354252488
254,0.06508570498408717,0.3000647634054763
255,0.06664220260680431,0.16771200030355643
256,0.06839337174757665,0.16323188992200893
257,0.06496576959763223,0.23876844732598057
258,0.0697045395535667,0.17349937349308586
259,0.0669148935841195,0.28976879991176574
260,0.06714029994018245,0.1820327947503918
261,0.06641958016809224,0.2189779953933526
262,0.06848049787269606,0.24264756516386665
263,0.06951932527180937,0.12381952777030358
264,0.06560184771923172,0.2036642083875202
265,0.06530369839116346,0.13685287023428983
266,0.06694454826437979,0.1879079541527685
267,0.06490250533057296,0.10682498743773322
268,0.06771924787563055,0.1673662983179799
269,0.06765571782802371,0.21353043116479298
270,0.06631406988697996,0.1860143942230148
271,0.06693993034033885,0.12460019472524986
272,0.06731667736670577,0.20483941980913356
273,0.07251973185886484,0.23149666827258586
274,0.06860339079192324,0.19900717971881354
275,0.06618129220275848,0.1413162074269534
276,0.06393452375320541,0.24550195514042938
277,0.06832798800044215,0.32711545751118287
278,0.07474762188599882,0.20724990867122856
279,0.06423591285939878,0.15190093859335385
280,0.06793133893099101,0.26365609269898704
281,0.0672592353676158,0.1765305772523605
282,0.06291724693901024,0.2679351305851463
283,0.06711493787074296,0.1719459394173205
284,0.06784926082572773,0.18786683142014415
285,0.06739742552051475,0.24080584016738993
286,0.06372216639958861,0.20495149728054868
287,0.06422579063154643,0.30395453548059603
288,0.06964917947250004,0.22832488990260347
289,0.06327336017438578,0.1835691917684627
290,0.06690500348263484,0.32984334717467123
291,0.06681785527836737,0.18754334181897253
292,0.0685334087299092,0.23223926741864576
293,0.06418428125972953,0.1664989524761344
294,0.06940328500133175,0.30100084780061964
295,0.06545105663683315,0.222468222081461
296,0.07316172325420212,0.17830411572985327
297,0.06490451323255253,0.17905952579447565
298,0.06718830544075316,0.2441652321974359
299,0.06841584280703472,0.20601435471625507
300,0.07279441162609457,0.2209316244696683
301,0.06728279696242301,0.17975178044148182
302,0.060731866485233654,0.1748577632019881
303,0.06245676041021597,0.16293822635859023
304,0.06786529016030762,0.1886186170613135
305,0.06986197408981631,0.18720301888636826
306,0.06665828181065181,0.18291259771428997
307,0.06962852067544811,0.2494063924154486
308,0.06781514956351353,0.15672422461718738
309,0.06921440660086198,0.2447429258710332
310,0.06991132961102187,0.3038157426855074
311,0.06794382892639783,0.19706533431957096
312,0.06583815463295939,0.28014255817405187
313,0.06775757996426002,0.17372488510870665
314,0.0657620039598108,0.1581047370409392
315,0.07491636508846056,0.2383311316680109
316,0.06519679815224322,0.1426785111466819
317,0.0724840474127777,0.20054560362414564
318,0.06759358046821773,0.13563139610088737
319,0.06586487484275017,0.18946325447482926
320,0.06636403062427076,0.20617313559622646
321,0.06602436902262676,0.26985249454386706
322,0.07248117786587716,0.16984403172004636
323,0.0706262525728798,0.17377303030006352
324,0.07087092793588612,0.1869054236875214
325,0.07059248007902186,0.22330407326419838
326,0.06713395540330525,0.1574115884108725
327,0.0615055453994926,0.12123418020756055
328,0.06884594933295318,0.18170929414485
329,0.06494340365652973,0.1429721387250973
330,0.06968787799326326,0.1643530901922034
331,0.06443183234441174,0.25077754959761855
332,0.06895672114796114,0.24028130638938716
333,0.07185739615171971,0.2219354375140733
334,0.06471885700694835,0.15941059917760714
335,0.06730149762635196,0.2138921203417954
336,0.06969675708296785,0.20257974885046948
337,0.07022469451790458,0.17537575706756497
338,0.06961562618672756,0.22067950654920065
339,0.06910076060593306,0.322306195297562
340,0.06988924734275725,0.23048840722973685
341,0.0680141949414459,0.22393941376264098
342,0.067450960984629,0.17222191949227278
343,0.06736403271019986,0.22244753986657018
344,0.06736549796974423,0.2325780710668196
345,0.06947130233246157,0.1619628700981714
346,0.06667203351320095,0.25861626096021073
347,0.07069157415158278,0.17190307985041342
348,0.064648346810676,0.2293570310347285
349,0.07034932699143037,0.15180881683937264
350,0.06986898430366595,0.18002500705527774
351,0.06607215866016336,0.15543413327852207
352,0.06610696597896881,0.16878492344380341
353,0.06956662814442627,0.27996295885972977
354,0.06550982139627526,0.3005962185343036
355,0.06610905256493282,0.15060681172163215
356,0.07010165735469176,0.18815557420557472
357,0.06890498014542756,0.18266522054497925
358,0.06960791736700189,0.17381722067359734
359,0.07205314178793931,0.15911446790870826
360,0.07149931937607357,0.18550040442690058
361,0.06821693259285944,0.12952540942833995
362,0.06538287954636712,0.24246723012724902
363,0.06912580236354349,0.44786517709505314
364,0.06359276888455079,0.2289068754502782
365,0.07009939566071144,0.2221962060729027
366,0.06855576246061212,0.21637303777324118
367,0.07211004156100298,0.1974760802667529
368,0.06580406430548846,0.19484282783726675
369,0.07024931372772492,0.17158229207104603
370,0.07199138417998796,0.1887553855182587
371,0.06555789434698589,0.2258762123392699
372,0.07003519742926856,0.19921975991826835
373,0.06567692771783751,0.21541206716942762
374,0.06719767794589204,0.2521464231006151
375,0.06600600454708738,0.15662330182695244
376,0.06725089264850426,0.1609472077663992
377,0.07195068495705259,0.3471855298347676
378,0.06825792441302614,0.2902771813847349
379,0.06755123224562909,0.17159523682771766
380,0.0657817122345905,0.1647225306698582
381,0.06671872855424166,0.11330519207502321
382,0.061322881183865974,0.17288915637957553
383,0.06758711851293198,0.24457224242244213
384,0.06648256422407095,0.18116515232497848
385,0.06894320964766298,0.1642009844543515
386,0.06638232576233505,0.2887430094562765
387,0.06596267770861108,0.19165206769746324
388,0.06366984546081622,0.1961326954052806
389,0.06567107014087892,0.2766684992168005
390,0.07187200639657276,0.203399324423727
391,0.0676146418814727,0.1848893106649877
392,0.06527549524343712,0.17538710993736134
393,0.06658858897888353,0.21908473516718013
394,0.06476960400367027,0.13438061593436457
395,0.06957667449742067,0.31219216425381857
396,0.06547829297546026,0.17340921089170325
397,0.0684510720363729,0.30857439094780925
398,0.06154862944571371,0.1815509451182576
399,0.06475190648799756,0.2849767033397449
400,0.06337324146115897,0.23588002596543034
401,0.058434852455204744,0.165474426871341
402,0.06885153227907082,0.20247622261254894
403,0.0732040489309238,0.34804558489905135
404,0.06915652713281006,0.2643346042482465
405,0.06321815358113958,0.16973843362028984
406,0.06802645422670395,0.14909870578653234
407,0.07032323381387862,0.13620754735318563
408,0.06521040010299561,0.14755674661784135
409,0.07259521195863483,0.35908056390625576
410,0.0635743902354804,0.1215692359493929
411,0.07008695977086421,0.12504131350099235
412,0.06706973698199659,0.18667920195370585
413,0.06867039565411082,0.18107847439788627
414,0.06892618709501797,0.21475542966466632
415,0.07186870713623206,0.1941917316706252
416,0.06594304147095653,0.20306380985839806
417,0.07148338343988536,0.2270144895188108
418,0.06813318696667081,0.2514960609111089
419,0.06636780510461793,0.16937453126567797
420,0.06909117128825937,0.15248326967093895
421,0.06547463797589104,0.4282869576059578
422,0.06757491694056728,0.23537612726617285
423,0.06931091432908199,0.13381048281561608
424,0.07317486477037427,0.1949885742096481
425,0.06561267275792781,0.3191545932186928
426,0.06902596675618544,0.1988743869065399
427,0.06690354134844179,0.22089657348574643
428,0.066925965762201,0.1519836809463906
429,0.06862293438691425,0.1848519621931653
430,0.06430073540865777,0.1667430283329609
431,0.06945858091705515,0.13069337352101135
432,0.068754331446651,0.16921638953586277
433,0.06865958566228181,0.22529117969212742
434,0.07172982261505245,0.1638182479079736
435,0.07334955204040283,0.22811963235612542
436,0.06871888489161737,0.3156534983875121
437,0.06405513728959367,0.2123483723825973
438,0.07015728965871881,0.24376341601761686
439,0.06717093285419917,0.18757009917538514
440,0.06524647620851165,0.14316511588562747
441,0.06837706296071966,0.2024550179355052
442,0.06703912428240422,0.25786474265140436
443,0.07063385878335082,0.21203162806821618
444,0.0638124306927379,0.21929317465261033
445,0.06952499534635237,0.21946371256193387
446,0.07086483740298388,0.2394694227960984
447,0.06927776267484353,0.1917787175718011
448,0.06517746112653455,0.17269626049043324
449,0.06833495904458298,0.12173269725703167
450,0.07405072522191736,0.32876500049204316
451,0.06890363964579604,0.28091932466169645
452,0.0626837169565182,0.12805150301869583
453,0.07300813551615781,0.17634043575298525
454,0.07093083257131894,0.15979979076372125
455,0.06730892864079974,0.24334751265945076
456,0.06497558364731715,0.2178459750824535
457,0.0717506122254794,0.1878988331595352
458,0.06454355859449112,0.16497837948203348
459,0.06884727107902622,0.129482121642916
460,0.06754360342485866,0.18425643000185543
461,0.06266146714739529,0.16596788925991784
462,0.06539726293565695,0.23731412642887895
463,0.06795003653930531,0.25015557608078465
464,0.06718069004270233,0.1287198170866133
465,0.06486700114956134,0.16609802315154015
466,0.06930284082293015,0.2931190761554725
467,0.06837653028063184,0.16090822443245656
468,0.06461586025653032,0.14494837876034367
469,0.06081336537395221,0.2778902985464696
470,0.06518698979643345,0.1367068576035237
471,0.06384208489260401,0.2654426409165671
472,0.06888082231806769,0.18555781264042104
473,0.0664592868315721,0.13334213157538044
474,0.06690958026501104,0.17401643296473973
475,0.062624537693326765,0.14488477413999262
476,0.07271670404834318,0.2126342930059011
477,0.06970109029974947,0.20431809960456981
478,0.06837338082964206,0.15368414941217234
479,0.06547286205482639,0.1645839749242155
480,0.06840740010974189,0.1740310284995128
481,0.0705390148582159,0.1984703773016248
482,0.06721837585676771,0.16530536458276252
483,0.059649776693777135,0.13644007065612984
484,0.06561495839215259,0.17627861797964534
485,0.06825142797575912,0.15838434067472473
486,0.06807002162996034,0.17780446988885312
487,0.07217989347955123,0.15915626776453473
488,0.0642136233138404,0.1325770527064563
489,0.07375202244275614,0.2925886015037047
490,0.07109219263862232,0.1806325362988957
491,0.06415666763476868,0.28841329463547727
492,0.07079805946546469,0.2480574374695712
493,0.06856605345080435,0.2090361011600863
494,0.07296195348305035,0.17949105455878145
495,0.0632777497335808,0.17721175673445644
496,0.06954524364566561,0.20804101852753865
497,0.0627040030726207,0.1877170265349633
498,0.07062280183711156,0.1356470775195317
499,0.07037109224561111,0.14183369559593423
500,0.061940838916749064,0.25713054385941925
