nrepeat,prevalence,pop_auroc,roc_est,roc_est_lower,roc_est_upper,pr_est,pr_est_lower,pr_est_upper
1,0.01,0.65,0.6509433535353535,0.4735303030303031,0.81475,0.02925647253175338,0.009371306038411732,0.12688314857665012
1,0.01,0.75,0.7499532323232323,0.5912121212121212,0.88464898989899,0.05933435960502413,0.014104358955454744,0.20991357269712288
1,0.01,0.85,0.8502537777777778,0.723030303030303,0.9486868686868687,0.1390284864454267,0.02912430943727698,0.3705297312695002
1,0.01,0.95,0.9498582121212121,0.8714141414141414,0.9914141414141414,0.41905539109589557,0.14116971320030045,0.7188253977098076
1,0.05,0.65,0.6499588821052632,0.5683542105263159,0.7266957894736842,0.09810843824850322,0.06307258996357754,0.15552727359559437
1,0.05,0.75,0.74954988,0.6784421052631578,0.8165694736842105,0.17253323784832963,0.10257829571207872,0.26942209206954437
1,0.05,0.85,0.8496601915789473,0.7937647368421052,0.8992426315789473,0.3292766162235641,0.21137724232582797,0.4617735122623214
1,0.05,0.95,0.9498833789473684,0.9192415789473684,0.9743584210526316,0.6635926201102379,0.5387702881149841,0.7800619118849632
1,0.1,0.65,0.6496096988888889,0.5918547222222222,0.7055561111111112,0.1778717200038529,0.13496770735595698,0.2361560804090895
1,0.1,0.75,0.7495488477777777,0.6996775,0.7976599999999999,0.2821990524408031,0.21328466170966143,0.36386938325774
1,0.1,0.85,0.8498191533333334,0.8096641666666666,0.8876572222222222,0.46700659296622227,0.3742652574057454,0.5632691638487889
1,0.1,0.95,0.9498431122222222,0.9279888888888889,0.9688002777777778,0.7673179832286239,0.6929909724955502,0.8369189443873221
1,0.2,0.65,0.65011147875,0.6081120312499999,0.6915726562499999,0.317881338278482,0.27101319601365365,0.3715306230345706
1,0.2,0.75,0.7500563675,0.7120603125000001,0.7861753125,0.44825532973381965,0.3862437488364238,0.5129753637452452
1,0.2,0.85,0.850308066875,0.82073703125,0.8786003125,0.6285534863557524,0.5648031531183704,0.6894487700664801
1,0.2,0.95,0.94998091625,0.9335121875,0.9644437499999999,0.8581919161978615,0.8178326645471264,0.8945956821032771
1,0.3,0.65,0.6502161957142857,0.6134758333333333,0.6870101190476191,0.4387927206519073,0.3939680111761051,0.4885435014485602
1,0.3,0.75,0.7499185504761905,0.7165183333333333,0.7818714285714286,0.568868381891325,0.5172298082178803,0.6206922591806052
1,0.3,0.85,0.8502220438095238,0.8242370238095238,0.8747480952380952,0.7267482937814185,0.6807000533559905,0.7705122826160536
1,0.3,0.95,0.9500125328571428,0.9359991666666666,0.9629525000000001,0.9030766801278612,0.8764660507332607,0.9268916863266369
1,0.4,0.65,0.6498171191666666,0.6149097916666667,0.6842217708333335,0.5441326082091231,0.5020763311181098,0.5873242035718146
1,0.4,0.75,0.7497259316666667,0.7186415624999999,0.7797334375,0.6637118501284248,0.6204845541545789,0.7056146730110399
1,0.4,0.85,0.8499098020833333,0.8255037500000001,0.8730007291666666,0.7955208313606648,0.7601183630895195,0.8289663617935377
1,0.4,0.95,0.95005818625,0.9368873958333334,0.9618878125,0.9312139607359212,0.9122833463474235,0.9478834697084791
1,0.5,0.65,0.6500065748,0.6156756000000001,0.6834323000000001,0.6388557716267804,0.6012272429775272,0.6763448679548391
1,0.5,0.75,0.7499821412,0.7199414000000001,0.7798400999999999,0.7424327047846172,0.7061155568900367,0.7764839094259846
1,0.5,0.85,0.8498905612,0.8258518,0.8725442,0.8481107170014683,0.820512821201806,0.8738321482012883
1,0.5,0.95,0.9500474435999999,0.9373919000000001,0.9617361000000001,0.950811078204761,0.9371195183211894,0.963169490951965
2,0.01,0.65,0.6500608383838384,0.4760606060606061,0.8115151515151515,0.029439782109580644,0.009456973404080004,0.12570011125355768
