auroc,auprc
0.629022212,0.157596153
0.628513831,0.157346563
0.628008033,0.157094984
0.627501352,0.156846379
0.626994108,0.156601961
0.6264877,0.156357733
0.625978366,0.156110214
0.625472495,0.155862767
0.624963759,0.155617091
0.624455227,0.155370013
0.623946243,0.155123167
0.623436613,0.154874167
0.622927579,0.154631748
0.622418119,0.154391066
0.621909102,0.154150042
0.621400904,0.153908067
0.620889708,0.153663079
0.620380324,0.153424141
0.619871307,0.153184351
0.61936155,0.152943396
0.61885161,0.152695465
0.618339354,0.152453717
0.617829292,0.1522129
0.617318077,0.151979534
0.616805946,0.151741238
0.616292705,0.151499745
0.615780121,0.151262011
0.615269476,0.151028243
0.614756315,0.150792828
0.614242981,0.15055659
0.61372916,0.150314766
0.613217082,0.150080068
0.612703558,0.149844774
0.61219212,0.149610787
0.611678894,0.149372893
0.611166505,0.14912473
0.610653769,0.148890304
0.610140203,0.148659175
0.609627484,0.148428975
0.609114303,0.148189066
0.608603713,0.147953738
0.608090359,0.147725222
0.607574324,0.147497557
0.607059988,0.147269779
0.606545496,0.147042445
0.606031894,0.14680595
0.605519489,0.146571348
0.605005545,0.14634472
0.604490225,0.146112851
0.60397489,0.14588441
0.603460186,0.145655869
0.602944406,0.145430248
0.602428686,0.145200563
0.601913311,0.144977898
0.601399365,0.144752954
0.600882367,0.144528061
0.600364984,0.144302149
0.599847308,0.144076917
0.599330878,0.143855286
0.598813823,0.143634852
0.598298328,0.143409076
0.597783251,0.143188658
0.597266763,0.142966835
0.596750806,0.142745144
0.596234133,0.142517911
0.595716795,0.142299375
0.595200262,0.142074378
0.594682089,0.14185951
0.594166499,0.141639668
0.593650396,0.1414216
0.59313206,0.141201232
0.592618164,0.140986246
0.592101729,0.140769156
0.59158415,0.140551558
0.591067173,0.140333702
0.590547368,0.140115208
0.59002894,0.139896816
0.589511172,0.139681857
0.588992313,0.139464708
0.588474512,0.139247952
0.587953958,0.139036942
0.58743824,0.138826682
0.586920262,0.138614089
0.586401466,0.138401421
0.58588404,0.138189198
0.585366707,0.13797839
0.584847941,0.137763169
0.584329525,0.137546845
0.583810491,0.137335558
0.583293693,0.137126551
0.58277639,0.136913703
0.582258392,0.136707377
0.58173874,0.136493635
0.581218848,0.136287506
0.580698596,0.136075522
0.580177487,0.135867485
0.579659196,0.135658652
0.579139381,0.135452746
0.578616866,0.135245448
0.578098225,0.135033738
0.577577558,0.134827061
0.577057929,0.134618586
0.576537474,0.134412613
0.576016517,0.134206058
0.57549593,0.134000614
0.57497454,0.13379522
0.574454001,0.133588786
0.573932368,0.133381721
0.573412441,0.133179257
0.572892429,0.132975961
0.572370449,0.132773687
0.571848484,0.132573594
0.571327259,0.132371123
0.570805975,0.132170101
0.570285898,0.131965631
0.569766359,0.1317673
0.569246695,0.131566847
0.568724194,0.131365862
0.568203059,0.131165091
0.567682772,0.130965706
0.567162538,0.130764973
0.566643094,0.130566958
0.566122827,0.130366905
0.565602828,0.130170401
0.565081788,0.129972784
0.56455975,0.129773572
0.564036097,0.129577437
0.56351443,0.129380004
0.562992539,0.129180745
0.562470407,0.128984891
0.561948947,0.128790056
0.561427639,0.128592474
0.560907232,0.128399481
0.560386575,0.128207879
0.559867657,0.12801439
0.559347055,0.127822284
0.55882701,0.127632779
0.558307056,0.127439056
0.557785754,0.127246442
0.557265407,0.127053146
0.556746465,0.126860902
0.556226056,0.126672347
0.555703998,0.126480002
0.555183904,0.126290807
0.554662622,0.126102172
0.55414341,0.125916327
0.553624641,0.125727136
0.553102816,0.125536725
0.552582422,0.125346484
0.552059939,0.12515833
0.551538249,0.12497132
0.551015501,0.124779216
0.550495717,0.124593637
0.549974512,0.124404251
0.549451359,0.124220404
0.548930377,0.124034942
0.548409647,0.123850345
0.54788867,0.123664478
0.547364589,0.12348055
0.546843664,0.12329662
0.546324137,0.123115792
0.545804816,0.122930443
0.545285374,0.122748158
0.544765675,0.122564442
0.544243663,0.122374522
0.543723291,0.122193095
0.543201323,0.122009028
