nrepeat,prevalence,pop_auroc,roc_est,roc_est_lower,roc_est_upper,pr_est,pr_est_lower,pr_est_upper
1,0.01,0.65,0.6496174094949495,0.5959467424242425,0.7019611363636363,0.020620761630661278,0.014335889864144797,0.033529141429537446
1,0.01,0.75,0.749860921919192,0.7008885606060605,0.7958935858585859,0.042243527870984635,0.025733283097332887,0.0711086726321881
1,0.01,0.85,0.8498197042424243,0.8116098484848485,0.884690101010101,0.11233759675746982,0.0663467292003225,0.1728779657548703
1,0.01,0.95,0.94999074,0.928843409090909,0.9675006818181818,0.4037694144897549,0.3085076314578808,0.5016875597813162
1,0.05,0.65,0.6499356778526316,0.6253989157894737,0.6744089842105263,0.09197691251854878,0.0800425251661512,0.10648225982680506
1,0.05,0.75,0.7501681868631579,0.7284581157894738,0.7719446631578947,0.16364438109907498,0.13983885474785804,0.19111486095416957
1,0.05,0.85,0.8499538038947368,0.8328811631578947,0.8661593,0.323213651770725,0.2840890411615864,0.3637191493010371
1,0.05,0.95,0.9501379021052632,0.9408976315789473,0.9588459578947367,0.6628655305420034,0.6236599600243037,0.7007938890459177
1,0.1,0.65,0.6500839296222222,0.6324762,0.6679681833333333,0.17313829187684704,0.15878768382144792,0.18919674426305266
1,0.1,0.75,0.7500150949444444,0.7343376861111112,0.76557935,0.2785743267960463,0.25474349520347217,0.3032931456127783
1,0.1,0.85,0.8499767548222222,0.8374937277777778,0.8619098222222222,0.4647958938817049,0.43493774915168815,0.4944202246908144
1,0.1,0.95,0.9500553709222223,0.9434502166666666,0.9562940055555555,0.7672801822763112,0.7443075979662149,0.7896876825165351
1,0.2,0.65,0.64986771610625,0.6368265625,0.6630589734375,0.31488020879830425,0.2993918219952909,0.3309943267429338
1,0.2,0.75,0.7499637891125,0.7381978109375001,0.7617259859375,0.44593663620837537,0.4257084753651436,0.4666693139709062
1,0.2,0.85,0.8500381502,0.8408547062499999,0.8591375359374999,0.6274223631998971,0.6069278064663175,0.6472831716380114
1,0.2,0.95,0.950022482375,0.9450566734375001,0.95472243125,0.857947523935603,0.8455113792617396,0.8696631449529105
1,0.3,0.65,0.6499274849904761,0.6382853095238096,0.6615048,0.43656776755786236,0.4216007837944034,0.4520377846362318
1,0.3,0.75,0.7500548688571429,0.7396647761904762,0.7601668535714287,0.5680711945241158,0.5513842766204166,0.5844352355893652
1,0.3,0.85,0.8500848598,0.8420032678571429,0.8581467,0.7260638216001581,0.7117645666580282,0.7402556109027241
1,0.3,0.95,0.9499844287857143,0.9456072476190476,0.9540550142857144,0.9029239096509482,0.894738501878073,0.9106918415502095
1,0.4,0.65,0.6500179865416666,0.6391108802083334,0.6607926052083334,0.5431317474614116,0.52966512971625,0.5568992986422361
1,0.4,0.75,0.7500146166791667,0.740224503125,0.7595543302083332,0.663713482874669,0.6501702957681281,0.6772157700759135
1,0.4,0.85,0.8500335308541667,0.842570046875,0.8575986572916667,0.7953705091424083,0.7845560434777062,0.8063242671208336
1,0.4,0.95,0.9500044182791667,0.9459057187500001,0.9538556375,0.9310771300826203,0.9252427771314399,0.936634534314892
1,0.5,0.65,0.650031672492,0.6391661519999999,0.660789701,0.6381125852301724,0.6259872232035766,0.6501513212493565
1,0.5,0.75,0.749979627584,0.7406735860000001,0.7593124900000001,0.7421417922669293,0.7310555880128491,0.7530170747753612
1,0.5,0.85,0.849980937796,0.842418249,0.8573728159999999,0.847948655222233,0.8393998941479619,0.8564871835257951
1,0.5,0.95,0.950033062392,0.9461512249999999,0.9538474960000001,0.950725975682961,0.9465054920757306,0.9547702315378626
2,0.01,0.65,0.6499443664646465,0.5954817929292929,0.7021869191919192,0.02073519886266147,0.014260736076054657,0.03396719174742829
2,0.01,0.75,0.7498197974747475,0.7027851262626263,0.795584621212121,0.04228092227487474,0.025732894820075836,0.07089800605151014
2,0.01,0.85,0.8501436184848484,0.8103041666666667,0.8852073737373738,0.1132974573942743,0.06517799984579445,0.17506898443369873
2,0.01,0.95,0.9501053032323232,0.9294867171717172,0.967634797979798,0.4051533082011001,0.30849411080678113,0.5023227666608406
2,0.05,0.65,0.6500794751789474,0.6251466052631579,0.6741650842105262,0.09209666655477367,0.07990878515067106,0.10662631616334463
2,0.05,0.75,0.7499077489263157,0.7278598263157895,0.7708555105263157,0.16350207495481567,0.13890872176830696,0.1913752062922119
2,0.05,0.85,0.8500877727157895,0.8328428631578947,0.8666762052631578,0.323441842967135,0.2834617984091875,0.364457215448778
2,0.05,0.95,0.9499558794947368,0.940602805263158,0.9586107894736843,0.662251313411393,0.6237894783279808,0.700137920462605
2,0.1,0.65,0.6499555785111111,0.63217505,0.6676629472222222,0.17309507735852667,0.1588697758448152,0.1895042758873353
2,0.1,0.75,0.7500822079444445,0.734155863888889,0.7655851361111111,0.27875299358109723,0.2551290690210807,0.3038793936019331
2,0.1,0.85,0.8499449669111111,0.8375222,0.8619602666666667,0.46478649302753655,0.4341060728622057,0.49496678800684657
2,0.1,0.95,0.9500271472555556,0.9435680999999999,0.9563193222222223,0.7671070888701447,0.7435778133554708,0.7896717206934637
2,0.2,0.65,0.6500003552375,0.6366640593750001,0.663455575,0.3150881890848648,0.2992849746616296,0.33117696303324734
2,0.2,0.75,0.74999864830625,0.7381175671875,0.7618742359375,0.44614248327408373,0.42584336978559845,0.46647009967296116
2,0.2,0.85,0.84997801616875,0.8406443109375,0.8591638203125,0.627309860739705,0.6073643818491818,0.6472791684985386
