nrepeat,prevalence,pop_auroc,roc_est,roc_est_lower,roc_est_upper,pr_est,pr_est_lower,pr_est_upper
2,0.2,0.95,0.9499793469,0.9452299187500001,0.9547600890625,0.8578400786431895,0.8457492387153367,0.8696530436220479
2,0.3,0.65,0.6500520492809524,0.6383326107142857,0.6618465607142857,0.4366806940351524,0.421990647938521,0.4519596195862817
2,0.3,0.75,0.7500516736190476,0.7396681654761904,0.7603269738095237,0.5680699172255066,0.5512792076644397,0.5846729244145809
2,0.3,0.85,0.8499825403142857,0.8419944535714285,0.8578884964285715,0.7259546757605739,0.7115979752145837,0.7402271500511288
2,0.3,0.95,0.9500024746666667,0.9456847071428572,0.9542197345238096,0.9029651682532073,0.8948761317890418,0.9108909054064739
2,0.4,0.65,0.64999101715,0.63902246875,0.6608430125,0.5431739741648333,0.529462335128681,0.5568012064727099
2,0.4,0.75,0.7499502764708333,0.740391415625,0.7596032552083334,0.6636732790246465,0.650461776149247,0.6773300196535055
2,0.4,0.85,0.8500095162291667,0.8424653572916666,0.8574571604166666,0.7953160085999846,0.784080796117112,0.8061025237184747
2,0.4,0.95,0.949995053075,0.9460155739583334,0.9538134354166666,0.9310811970015239,0.9253232526194135,0.9365965682590343
2,0.5,0.65,0.649958680156,0.6393347079999999,0.66053871,0.638009163806785,0.6260777925643571,0.6499198154995737
2,0.5,0.75,0.749964911988,0.740626658,0.7595474680000001,0.7421557013164097,0.7309375606436506,0.753113726540204
2,0.5,0.85,0.849940671404,0.842487033,0.8571307200000001,0.8478835528686435,0.8392713084781378,0.8561708917915306
2,0.5,0.95,0.94999518138,0.946151307,0.953796353,0.9506700547972124,0.946493737440239,0.9546883309816081
3,0.01,0.65,0.6497017987878788,0.5956044444444444,0.7031706313131314,0.02074298615853256,0.014342110481044555,0.03406537314781267
3,0.01,0.75,0.7500537063636363,0.7018781060606061,0.7970788636363636,0.04223147360800777,0.025673688383155098,0.07043433155811568
3,0.01,0.85,0.8499214111111111,0.8112337121212121,0.8852497222222222,0.11334870754013582,0.06679226660014599,0.1754327907765779
3,0.01,0.95,0.9499298243434343,0.9293087373737374,0.9672489898989899,0.404205907361821,0.3076441497446125,0.5006927392880519
3,0.05,0.65,0.6498771066947369,0.6253253421052631,0.6739539,0.09196020890936836,0.07979177247859638,0.10642992239387393
3,0.05,0.75,0.7500520904210526,0.7283009789473684,0.7710293578947368,0.16349880003798295,0.13888903869147054,0.19059782326280186
3,0.05,0.85,0.8500618654526315,0.8324322894736842,0.8663843894736842,0.32337909027810874,0.28405389776960366,0.3649741345841336
3,0.05,0.95,0.9500323913894737,0.9409921684210526,0.9584979736842105,0.6622717132256917,0.6235682869062142,0.6999348470974335
3,0.1,0.65,0.6499619800222223,0.6322951555555555,0.6677686638888889,0.17309068572328717,0.15868524911202272,0.18923682882819337
3,0.1,0.75,0.7499599366666667,0.7342214194444444,0.7656983333333333,0.27842197863317375,0.254664323523689,0.3040780515806715
3,0.1,0.85,0.8500501011333333,0.8376552472222222,0.8619868916666668,0.46529383347862363,0.4355515623090242,0.49562871032916933
3,0.1,0.95,0.9501033926777778,0.9435661249999999,0.9562866166666667,0.7673029356530193,0.7444049767413634,0.7897290413857623
3,0.2,0.65,0.65000754491875,0.636557475,0.6632775078125001,0.31503570376686296,0.2994012550580616,0.33108529364989586
3,0.2,0.75,0.749897863575,0.737955334375,0.7615042546875,0.4458686349235771,0.4255070630924995,0.4658989684999011
3,0.2,0.85,0.850059343725,0.840679059375,0.8590172250000001,0.6274477629609929,0.6072531742562935,0.6474025127007754
3,0.2,0.95,0.9499695176125,0.945027484375,0.9546191828125,0.8578241304444691,0.8453822500393715,0.8696436582632483
3,0.3,0.65,0.6501389884857143,0.6387309547619048,0.6615971630952381,0.43673396233548334,0.4218830427653273,0.45134088435509595
3,0.3,0.75,0.7499344132380953,0.7399108369047618,0.7600528428571428,0.5679788348798442,0.5517519741537823,0.5843785173917565
3,0.3,0.85,0.8500108505285714,0.8418088083333333,0.8580368928571428,0.7259939942864249,0.7111452702355341,0.7403851185463538
3,0.3,0.95,0.9499863068619048,0.9457148952380953,0.9541294214285714,0.902953885952484,0.8950524016326501,0.9108758965921185
3,0.4,0.65,0.6499525828,0.63925274375,0.6606935364583334,0.5431072085893691,0.5295631027990301,0.5567835553320307
3,0.4,0.75,0.7499532238916666,0.7402322343750001,0.7595221114583334,0.6636617088762903,0.6499461575255537,0.6774051230333238
3,0.4,0.85,0.8499719078375,0.8423206145833333,0.857369346875,0.7953258484405732,0.7841897187074195,0.8062071026824825
3,0.4,0.95,0.9500395122333334,0.9460584197916666,0.953870221875,0.9311267876533589,0.925483111076246,0.9365985609648609
3,0.5,0.65,0.649987978068,0.6394708149999999,0.660662585,0.6380094281321436,0.6262810574356606,0.6499315368411126
3,0.5,0.75,0.750112066908,0.7406936110000001,0.759594928,0.7423158036389704,0.73130655177067,0.7532904386611866
3,0.5,0.85,0.850044061716,0.842766839,0.857244135,0.84802606022253,0.8396512089630691,0.8563282611311761
3,0.5,0.95,0.949998560804,0.94614483,0.9537756270000001,0.950677940610916,0.9464946178382573,0.9547140069768144
