sim,auroc,auprc
2109,0.646716929,0.167739651
2110,0.644723086,0.169228364
2111,0.644520659,0.163859932
2112,0.646723147,0.169183738
2113,0.651640882,0.173944495
2114,0.645134819,0.166639353
2115,0.649147246,0.168651688
2116,0.643076126,0.169161898
2117,0.650574412,0.167291866
2118,0.640152904,0.163975538
2119,0.64486628,0.165924473
2120,0.642992569,0.167407431
2121,0.641251106,0.157633666
2122,0.647769926,0.167035234
2123,0.650342235,0.167190199
2124,0.646732053,0.169728115
2125,0.645653045,0.16527337
2126,0.654244385,0.174244499
2127,0.641150113,0.159063102
2128,0.64447212,0.161992581
2129,0.642228019,0.171844869
2130,0.646532273,0.166156447
2131,0.646592533,0.167520688
2132,0.647883304,0.164147799
2133,0.64555506,0.167370174
2134,0.64282302,0.159822279
2135,0.641421713,0.160981813
2136,0.642777242,0.162143369
2137,0.649156628,0.169837504
2138,0.645368354,0.16450073
2139,0.647457117,0.170027571
2140,0.645887135,0.165163064
2141,0.643968488,0.167257337
2142,0.644858852,0.166394205
2143,0.640927973,0.162120457
2144,0.646946747,0.16484098
2145,0.655425212,0.17732489
2146,0.645544256,0.163440574
2147,0.641656246,0.160729078
2148,0.647134319,0.164737111
2149,0.6446061,0.165519847
2150,0.64751805,0.17011254
2151,0.643538772,0.165182542
2152,0.642178987,0.163880035
2153,0.645466578,0.164406468
2154,0.649579246,0.166454362
2155,0.648171067,0.166135253
2156,0.642720376,0.161312548
2157,0.64861742,0.163663362
2158,0.653342311,0.172881081
2159,0.646504868,0.165497269
2160,0.646536678,0.167050878
2161,0.641117264,0.159893998
2162,0.651631881,0.170159726
2163,0.652537449,0.169785633
2164,0.64694115,0.171284467
2165,0.65555997,0.172971203
2166,0.643064016,0.166060851
2167,0.647000322,0.167792873
2168,0.649805148,0.165716979
2169,0.650551749,0.168262077
2170,0.641328121,0.162872295
2171,0.643941556,0.163617469
2172,0.648679723,0.169663089
2173,0.645802224,0.166657
2174,0.64354496,0.162408316
2175,0.650630627,0.169970972
2176,0.650955511,0.169368159
2177,0.647266276,0.166547896
2178,0.651205581,0.168036054
2179,0.646436017,0.167309189
2180,0.644338292,0.172242833
2181,0.652824608,0.165263489
2182,0.646071486,0.165422341
2183,0.651325778,0.171116399
2184,0.647702138,0.166613129
2185,0.648302743,0.168939138
2186,0.645057824,0.165941397
2187,0.648233577,0.171320056
2188,0.647281611,0.163378593
2189,0.651521498,0.172738447
2190,0.639021695,0.161034625
2191,0.643109544,0.165500775
2192,0.645998698,0.166977571
2193,0.644935701,0.165056376
2194,0.649974824,0.16825355
2195,0.644065609,0.166169599
2196,0.644607283,0.164966947
2197,0.644459712,0.171467197
2198,0.653783207,0.172879433
2199,0.650033045,0.169767464
2200,0.644907349,0.169881385
2201,0.646099073,0.167263204
2202,0.647533019,0.164344618
2203,0.647112255,0.167737396
2204,0.645301416,0.163430524
2205,0.646551199,0.164578712
2206,0.644375972,0.167970284
2207,0.646539194,0.165974942
2208,0.647437306,0.169328926
2209,0.648669158,0.167718062
2210,0.645666065,0.165610397
2211,0.646537778,0.168497182
2212,0.648561675,0.168638093
2213,0.643101883,0.162588518
2214,0.643560942,0.165676594
2215,0.645472576,0.164271225
2216,0.647174838,0.163067566
2217,0.635840436,0.159049743
2218,0.649608201,0.168879073
2219,0.635305143,0.159578039
2220,0.644909099,0.165835554
2221,0.645630444,0.166829109
2222,0.65283005,0.173254796
2223,0.639528458,0.160373622
2224,0.65246891,0.173981665
2225,0.64563228,0.165349743
2226,0.645693315,0.167053594
2227,0.64917222,0.167006348
2228,0.644476825,0.165188671
2229,0.643239795,0.164967646
2230,0.648439698,0.17132302
2231,0.645924142,0.167396785
2232,0.641688276,0.164153388
2233,0.646710729,0.169289245
2234,0.645411916,0.163374232
2235,0.64834992,0.166340658
2236,0.6463309,0.16820463
2237,0.647008795,0.168499181
2238,0.649009919,0.164748622
2239,0.642855182,0.162622861
2240,0.651022103,0.167720559
2241,0.644456668,0.166110916
2242,0.648824543,0.166370465
2243,0.645106909,0.166169713
2244,0.639816072,0.160935656
2245,0.646222259,0.166367423
2246,0.64723001,0.16703948
2247,0.645329119,0.170967615
2248,0.644450415,0.163472837
2249,0.644331347,0.168344958
2250,0.640181917,0.166307808
2251,0.646814273,0.167520596
2252,0.651266969,0.167066918
2253,0.640044185,0.161852888
2254,0.646020818,0.165230272
2255,0.650596724,0.170137096
2256,0.64941106,0.166974092
2257,0.643461067,0.161784
2258,0.651293848,0.168650008
2259,0.644717361,0.166168371
2260,0.639486406,0.160348849
2261,0.640426367,0.164985787
2262,0.649375964,0.171139896
2263,0.644424158,0.166504026
2264,0.642062084,0.164813107
2265,0.641344479,0.166118293
2266,0.643589165,0.167688399
2267,0.641465553,0.163752819
2268,0.648412993,0.166372186
2269,0.645912657,0.16799497
2270,0.647663328,0.166433046
2271,0.644388775,0.162029296
2272,0.640717851,0.161007896
2273,0.646553445,0.167975406
2274,0.643667275,0.164395494
2275,0.651356707,0.171273784
2276,0.653932707,0.170237199
2277,0.645117128,0.171108081
2278,0.644022462,0.1623887
2279,0.649831415,0.169253276
2280,0.641808668,0.163867119
2281,0.641704501,0.161066357
2282,0.643961465,0.160980414
2283,0.646581405,0.165845456
2284,0.646590942,0.166520768
2285,0.644357086,0.163864134
2286,0.645103682,0.16478179
2287,0.643827462,0.161335206
2288,0.643668896,0.165931496
2289,0.643884996,0.163920123
2290,0.646026235,0.161831003
2291,0.643220534,0.165208083
2292,0.647021879,0.170773029
2293,0.644229588,0.161532195
2294,0.64644234,0.166298095
2295,0.647693807,0.16298197
2296,0.650847292,0.16457731
2297,0.644763962,0.163720272
2298,0.64765073,0.169607284
2299,0.649315407,0.166543388
2300,0.642580473,0.165136579
2301,0.647324818,0.16413429
2302,0.641715201,0.164679506
2303,0.642185402,0.164453813
2304,0.652379137,0.166286141
2305,0.644094875,0.167145743
2306,0.654467163,0.169943875
2307,0.642391773,0.162765032
2308,0.646303978,0.163116218
2309,0.646195226,0.166770313
2310,0.652278615,0.174424825
2311,0.648684488,0.168433277
2312,0.64643059,0.170304856
2313,0.649962028,0.168037626
2314,0.64602095,0.167294751
2315,0.648765925,0.168403938
2316,0.648491326,0.169128968
2317,0.649332597,0.168952417
2318,0.654705163,0.178859752
2319,0.645439278,0.165773256
2320,0.647912845,0.16893329
2321,0.644499753,0.165745107
2322,0.655291252,0.171347775
2323,0.648780709,0.171720004
2324,0.652325781,0.174258201
2325,0.653543942,0.17816029
2326,0.646828759,0.1617615
2327,0.646227501,0.167964018
2328,0.646682508,0.165026839
2329,0.643171224,0.161196812
2330,0.647413175,0.165151781
2331,0.649592149,0.1710765
2332,0.643455707,0.166401725
2333,0.646667272,0.165884255
2334,0.639480836,0.163545461
2335,0.654206541,0.173398761
2336,0.649071117,0.171616949
2337,0.646831668,0.166849772
2338,0.64764643,0.164358294
2339,0.645162274,0.170604236
2340,0.646924728,0.16581428
2341,0.643210129,0.163982249
2342,0.640032477,0.162078777
2343,0.640620527,0.162514972
2344,0.642739137,0.167520109
2345,0.645694116,0.16593604
2346,0.644336682,0.166248594
2347,0.642972647,0.166345841
2348,0.645156141,0.165931491
2349,0.64449515,0.168770448
2350,0.648529876,0.170937044
2351,0.64104277,0.164947368
2352,0.648113698,0.161593009
2353,0.646742848,0.167744855
2354,0.648271042,0.172677301
2355,0.644133217,0.166014538
2356,0.647184467,0.165017163
2357,0.649501196,0.164051478
2358,0.647186048,0.168670007
2359,0.646747478,0.17359391
2360,0.64288018,0.166271427
2361,0.650876053,0.172578232
2362,0.644779896,0.166524892
2363,0.652473035,0.170229215
2364,0.637198843,0.163293829
2365,0.643582107,0.161713592
2366,0.642409989,0.163636537
2367,0.646325005,0.165471394
2368,0.647210704,0.169085003
2369,0.649777553,0.171158865
2370,0.646521371,0.168288979
2371,0.646401762,0.164380788
2372,0.649933245,0.170787448
2373,0.641376413,0.159617252
2374,0.64812829,0.16496082
2375,0.646308642,0.163520835
2376,0.644394583,0.167710368
2377,0.639343902,0.16120577
2378,0.651415253,0.169749154
2379,0.64028722,0.160138744
2380,0.652002953,0.172468685
2381,0.646674812,0.163852544
2382,0.648183762,0.16782992
2383,0.641126783,0.164083948
2384,0.643767975,0.167349784
2385,0.647603453,0.167712235
2386,0.65043643,0.170890386
2387,0.643866852,0.168088572
2388,0.650035844,0.166497874
2389,0.641437155,0.161708537
2390,0.644348639,0.164854924
2391,0.65065438,0.172236105
2392,0.646857637,0.168050619
2393,0.648703276,0.169295422
2394,0.650989992,0.167754542
2395,0.64135783,0.157460049
2396,0.64626325,0.166257554
2397,0.644892937,0.166555569
2398,0.648323443,0.167433366
2399,0.648370894,0.168161692
2400,0.652091803,0.170884821
2401,0.648370889,0.16708196
2402,0.640545146,0.160821467
2403,0.64687944,0.165510843
2404,0.645088445,0.164990201
2405,0.648017147,0.166859435
2406,0.64854476,0.167924803
2407,0.643887452,0.16467564
2408,0.643431391,0.163030194
2409,0.642337156,0.166183504
2410,0.647895427,0.167690105
2411,0.646063745,0.166281919
2412,0.642101717,0.166569421
2413,0.645547437,0.169899638
2414,0.648401523,0.16716835
2415,0.647019268,0.164842403
2416,0.646468732,0.167838757
2417,0.648025276,0.161763945
2418,0.638131884,0.164280391
2419,0.644829251,0.164529532
2420,0.640946462,0.164783241
2421,0.644079966,0.162153602
2422,0.648060754,0.166706623
2423,0.646029854,0.165626923
2424,0.64422209,0.165769304
2425,0.641750286,0.165990317
2426,0.646096464,0.168883218
2427,0.646477611,0.164354346
2428,0.65429845,0.170255199
2429,0.641992478,0.164630733
2430,0.649546874,0.166677338
2431,0.64471631,0.163377344
2432,0.644746524,0.165223389
2433,0.64184258,0.167535779
2434,0.64333498,0.164981126
2435,0.647266114,0.166760937
2436,0.644238217,0.164764126
2437,0.648048106,0.165970822
2438,0.644502284,0.166311368
2439,0.645075945,0.166863384
2440,0.645772764,0.165331392
2441,0.647968773,0.169252237
2442,0.646704888,0.17034959
2443,0.647505352,0.164798643
2444,0.642584375,0.166745886
2445,0.64363333,0.162847164
2446,0.641642493,0.165146807
2447,0.650104928,0.169046193
2448,0.652337021,0.175578834
2449,0.647787911,0.170101391
2450,0.645056526,0.162094237
2451,0.638199034,0.16169669
2452,0.643509899,0.169001762
2453,0.642824158,0.16464122
2454,0.644894483,0.166231602
2455,0.642779272,0.169924012
2456,0.645079236,0.168632197
2457,0.642338979,0.161966082
2458,0.642337368,0.163061536
2459,0.642383262,0.163590267
2460,0.641957812,0.164782703
2461,0.641948796,0.163202622
2462,0.644132274,0.162756424
2463,0.65124284,0.163766111
2464,0.642083306,0.163057672
2465,0.652342826,0.171749232
2466,0.641588729,0.16472791
2467,0.64208543,0.161560701
2468,0.644078803,0.165088637
2469,0.646529077,0.169193594
2470,0.645905836,0.16738431
2471,0.650934502,0.167630563
2472,0.643578212,0.162986155
2473,0.639122252,0.169717962
2474,0.649652584,0.168389145
2475,0.64614889,0.167040797
2476,0.650842162,0.167394701
2477,0.649053854,0.166773517
2478,0.648366395,0.165505519
2479,0.642845052,0.163098027
2480,0.638890095,0.164615526
2481,0.645126272,0.16465834
2482,0.646801122,0.166231569
2483,0.644488215,0.166220768
2484,0.652844467,0.168758264
2485,0.653317215,0.173492862
2486,0.640629481,0.166111747
2487,0.645379149,0.164297221
2488,0.639370072,0.163739001
2489,0.650839646,0.165336085
2490,0.644857266,0.163962381
2491,0.645269439,0.165652788
2492,0.643417582,0.168613483
2493,0.643818248,0.166427168
2494,0.641105939,0.162715627
2495,0.646491885,0.168209941
2496,0.64357298,0.167387514
2497,0.654372205,0.172833801
2498,0.64557595,0.165877042
2499,0.63700257,0.161286478
2500,0.647848909,0.167873804
2501,0.637055569,0.160631311
2502,0.641568152,0.164055502
2503,0.646452832,0.165646237
2504,0.639703572,0.159076957
2505,0.648942657,0.168285958
2506,0.656462775,0.169216442
2507,0.644139613,0.166404313
2508,0.65033654,0.16873693
2509,0.639565965,0.167554297
2510,0.64326784,0.16596778
2511,0.648532782,0.165810586
2512,0.646005899,0.165181535
2513,0.652022427,0.171731043
2514,0.646137478,0.170107733
2515,0.650457196,0.168910818
2516,0.643850753,0.164002923
2517,0.646739452,0.167344069
2518,0.64281349,0.16761815
2519,0.648194667,0.171127149
2520,0.648031791,0.166032226
2521,0.645088443,0.16467848
2522,0.649501003,0.166822282
2523,0.643935201,0.163288336
2524,0.653158736,0.175508189
2525,0.646123059,0.16818927
2526,0.644097384,0.166074934
2527,0.643607433,0.164496725
2528,0.652494334,0.172767644
2529,0.651362579,0.1699672
2530,0.646686545,0.1685886
2531,0.649281804,0.164576302
2532,0.644408376,0.163625465
2533,0.645144168,0.166016484
2534,0.644819089,0.165426301
2535,0.649380134,0.166920741
2536,0.647066221,0.163427113
2537,0.646588108,0.163094496
2538,0.649642629,0.166653893
2539,0.645815493,0.163821319
2540,0.651165953,0.169673967
2541,0.649746091,0.167182173
2542,0.648542209,0.166667226
2543,0.653909209,0.176051425
2544,0.644974496,0.165394048
2545,0.645812972,0.16146757
2546,0.647841421,0.172879047
2547,0.645978939,0.167561241
2548,0.648810192,0.170695039
2549,0.649067543,0.166658599
2550,0.65387307,0.175630382
2551,0.641280662,0.16277857
2552,0.640794256,0.165681295
2553,0.648865777,0.169879894
2554,0.647152102,0.165816173
2555,0.64709084,0.169014877
2556,0.645419442,0.166740944
2557,0.651217399,0.169431686
2558,0.64751819,0.164644251
2559,0.648467177,0.166739128
2560,0.646063142,0.166307767
2561,0.645528801,0.164304401
2562,0.646221768,0.170806087
2563,0.643926944,0.164123032
2564,0.643764221,0.164979304
2565,0.643239085,0.163645982
2566,0.649036366,0.164423371
2567,0.641857124,0.16358914
2568,0.649713189,0.16829699
2569,0.646151477,0.16051976
2570,0.650210023,0.165785299
2571,0.646932321,0.166342669
2572,0.646493551,0.169221372
2573,0.646349301,0.169794441
2574,0.644840824,0.17069751
2575,0.646273327,0.163997114
2576,0.646884815,0.165529682
2577,0.6410805,0.165576808
2578,0.644877975,0.164220102
2579,0.646547578,0.170255572
2580,0.654584298,0.174216944
2581,0.64226832,0.163410503
2582,0.644569336,0.15961755
2583,0.649551608,0.166156458
2584,0.641876408,0.166232942
2585,0.646726491,0.164189115
2586,0.643620656,0.163416054
2587,0.640654513,0.162509464
2588,0.64299088,0.158089911
2589,0.64784073,0.167790151
2590,0.647983602,0.1670069
2591,0.647765554,0.164328196
2592,0.6424803,0.162224476
2593,0.644325934,0.167692789
2594,0.649860157,0.17115898
2595,0.649168376,0.168345764
2596,0.650773574,0.173363619
2597,0.64457131,0.16422713
2598,0.64467219,0.164844769
2599,0.656386798,0.175019063
2600,0.641954021,0.165912037
2601,0.649038075,0.170812829
2602,0.647902783,0.16557329
2603,0.639611758,0.161633911
2604,0.647860076,0.16420914
2605,0.643635538,0.164833168
2606,0.644523081,0.161534571
2607,0.644750015,0.168576345
2608,0.642536798,0.167690902
2609,0.64400094,0.166029729
2610,0.652723262,0.166164136
2611,0.647992346,0.16542457
2612,0.648086086,0.169215545
2613,0.644009432,0.166663337
2614,0.644736804,0.168111807
2615,0.644290263,0.165564763
2616,0.645894176,0.162217506
2617,0.653607208,0.172919212
2618,0.6408661,0.161821653
2619,0.647593912,0.166523663
2620,0.650286597,0.166707157
2621,0.64815704,0.165056011
2622,0.65102502,0.166622771
2623,0.645916238,0.166256749
2624,0.641630412,0.163293436
2625,0.645379024,0.166932219
2626,0.642128467,0.15867151
2627,0.646625428,0.166527082
2628,0.648903296,0.170217419
2629,0.647277266,0.170894709
2630,0.644412398,0.169341988
2631,0.648563351,0.169194457
2632,0.652505872,0.174137715
2633,0.643888382,0.1620337
2634,0.64764655,0.167792187
2635,0.647232516,0.165803305
2636,0.642608728,0.163958383
2637,0.647287028,0.167116488
2638,0.64832266,0.166114179
2639,0.644514264,0.16497478
2640,0.648735613,0.168508632
2641,0.637179762,0.163988256
2642,0.649540096,0.169159161
2643,0.64853343,0.166998744
2644,0.643060619,0.161850064
2645,0.640534279,0.161927841
2646,0.647192456,0.170412988
2647,0.641783624,0.163207697
2648,0.651377173,0.172067693
2649,0.643904827,0.165748357
2650,0.64417833,0.163519697
2651,0.64193636,0.161849459
2652,0.648391716,0.164976193
2653,0.644115189,0.165287147
2654,0.645013834,0.167361494
2655,0.646899339,0.166419201
2656,0.643303586,0.16283775
2657,0.639427497,0.159868416
2658,0.645385537,0.169087629
2659,0.641957675,0.165074493
2660,0.644800093,0.15793073
2661,0.642715159,0.16468014
2662,0.638702343,0.164342296
2663,0.647406732,0.16741606
2664,0.650010983,0.16681852
2665,0.651638271,0.169686407
2666,0.648815127,0.167779427
2667,0.643806315,0.16207795
2668,0.646585087,0.170493706
2669,0.641408757,0.163786313
2670,0.645837695,0.167306166
2671,0.653630751,0.170424426
2672,0.648264839,0.164898373
2673,0.639887727,0.162096279
2674,0.644989688,0.161483889
2675,0.643341223,0.165851115
2676,0.648516932,0.167232344
2677,0.640027373,0.159103649
2678,0.652301958,0.172693093
2679,0.641304838,0.163585349
2680,0.642127069,0.160504078
2681,0.647497746,0.172901266
2682,0.641089178,0.16255127
2683,0.647784652,0.166382879
2684,0.645820445,0.163326904
2685,0.648104859,0.168149856
2686,0.644480154,0.165610255
2687,0.643167953,0.16598144
2688,0.649345356,0.168390291
2689,0.639663491,0.166375607
2690,0.64609337,0.169897119
2691,0.647314846,0.166482606
2692,0.645318026,0.168835285
2693,0.644948837,0.165657615
2694,0.644371527,0.163420478
2695,0.642242318,0.170694419
2696,0.64400505,0.168291423
2697,0.64832882,0.167051702
2698,0.652032486,0.169387934
2699,0.647709734,0.169302752
2700,0.646681445,0.172222636
2701,0.645169859,0.162166743
2702,0.647527412,0.170375845
2703,0.652893352,0.171838982
2704,0.64451578,0.164947481
2705,0.64015959,0.161445892
2706,0.649401321,0.170683736
2707,0.64961139,0.170585732
2708,0.647555487,0.168629599
2709,0.637063402,0.158625126
2710,0.640651839,0.165592009
2711,0.642525456,0.167024741
2712,0.644793007,0.165027191
2713,0.648342059,0.170610681
2714,0.645550248,0.16897156
2715,0.646494414,0.162381798
2716,0.640548075,0.162657413
2717,0.6486393,0.171937214
2718,0.652251745,0.172199112
2719,0.647982251,0.17252489
2720,0.641808378,0.162828803
2721,0.646142928,0.171897578
2722,0.647881369,0.167055774
2723,0.648998354,0.171349368
2724,0.646738146,0.164432605
2725,0.649482165,0.167776683
2726,0.643056157,0.164755188
2727,0.637242145,0.162847253
2728,0.640529909,0.163294285
2729,0.640451614,0.165927232
2730,0.643094277,0.168939414
2731,0.647023189,0.165712061
2732,0.639154427,0.162027473
2733,0.648247286,0.168388169
2734,0.646761762,0.169937572
2735,0.646319312,0.169804402
2736,0.644315637,0.164443574
2737,0.645204455,0.161688472
2738,0.642181923,0.162134664
2739,0.643775484,0.16657048
2740,0.646661149,0.16568841
2741,0.64590812,0.168811623
2742,0.643271137,0.168567514
2743,0.642864268,0.164344602
2744,0.645629339,0.164332142
2745,0.64967071,0.166173245
2746,0.647104381,0.169992372
2747,0.655008552,0.172519475
2748,0.641580918,0.164276682
2749,0.643805112,0.166769778
2750,0.644362791,0.159359936
2751,0.642070055,0.165782222
2752,0.64541035,0.163882139
2753,0.647498524,0.166026552
2754,0.642742628,0.163610285
2755,0.648259284,0.166886279
2756,0.644712799,0.16542347
2757,0.645961198,0.165759487
2758,0.638021369,0.162823038
2759,0.641516591,0.163304947
2760,0.641804628,0.162185343
2761,0.648939758,0.163791471
2762,0.643802764,0.163061231
2763,0.652433159,0.169931057
2764,0.642450967,0.158186426
2765,0.64553627,0.161364661
2766,0.647786458,0.168696889
2767,0.644332205,0.165516751
2768,0.639704002,0.165829845
2769,0.652500069,0.171871926
2770,0.645877643,0.166254693
2771,0.652098121,0.169070138
2772,0.643091768,0.165662052
2773,0.648681597,0.166577243
2774,0.648781529,0.17353495
2775,0.643903732,0.166513612
2776,0.645665638,0.164203893
2777,0.64930051,0.165574531
2778,0.646016643,0.166526055
2779,0.640379351,0.163864863
2780,0.643600177,0.166483991
2781,0.642400909,0.163444455
2782,0.645503002,0.166654782
2783,0.642150234,0.165751781
2784,0.648151763,0.165309088
2785,0.646322691,0.1654526
2786,0.645684561,0.167213297
2787,0.649930417,0.172283621
2788,0.644407511,0.16168516
2789,0.649731152,0.165738747
2790,0.64315722,0.16651191
2791,0.650274344,0.169833996
2792,0.641241214,0.16494554
2793,0.646947628,0.16487704
2794,0.643037711,0.163456159
2795,0.63886678,0.159431275
2796,0.650462346,0.166479922
2797,0.64120255,0.159233583
2798,0.641631345,0.163923225
2799,0.646395009,0.170504658
2800,0.640061658,0.160719327
2801,0.647212942,0.169170783
2802,0.637573232,0.161878771
2803,0.647399614,0.169844574
2804,0.643363491,0.168829122
2805,0.647622354,0.170743695
2806,0.644586126,0.167366934
2807,0.646247037,0.164131034
2808,0.646149886,0.175897202
2809,0.64655735,0.165285008
2810,0.652974836,0.172686721
2811,0.644969104,0.162309911
2812,0.65060288,0.171717242
2813,0.646859958,0.165172149
2814,0.645194095,0.161150057
2815,0.645598175,0.166466167
2816,0.638282552,0.161188174
2817,0.645836365,0.163191385
2818,0.65098662,0.176801211
2819,0.645469389,0.164319467
2820,0.648427189,0.168180343
2821,0.642104308,0.164224271
2822,0.645518804,0.16639837
2823,0.64692959,0.165630937
2824,0.651095422,0.169147567
2825,0.64837861,0.169085046
2826,0.652546853,0.166802303
2827,0.643499012,0.166467745
2828,0.639616843,0.162121073
2829,0.650116623,0.167966862
2830,0.640322185,0.163427272
2831,0.650677208,0.16679715
2832,0.646734982,0.168758109
2833,0.65245682,0.170048503
2834,0.652959861,0.172790838
2835,0.647566672,0.166389344
2836,0.647685983,0.167275119
2837,0.649190944,0.169678514
2838,0.651517304,0.169612588
2839,0.644931962,0.169111236
2840,0.642166106,0.165289322
2841,0.647379427,0.160706098
2842,0.631152134,0.155891862
2843,0.645485564,0.162240906
2844,0.647591375,0.169231321
2845,0.64569748,0.166180028
2846,0.648148436,0.168689739
2847,0.644424784,0.162997227
2848,0.644417028,0.171907416
2849,0.65111903,0.164255862
2850,0.646699223,0.170189596
2851,0.647926566,0.166023454
2852,0.645166505,0.16891753
2853,0.648481621,0.161693291
2854,0.643256855,0.16881646
2855,0.64515468,0.167895818
2856,0.649304029,0.16779429
2857,0.641161206,0.162844131
2858,0.648409436,0.163936198
2859,0.654557586,0.174526967
2860,0.649074153,0.170440207
2861,0.644218088,0.165580779
2862,0.64667464,0.169882862
2863,0.64468352,0.163971799
2864,0.644263336,0.17033734
2865,0.648014671,0.166805895
2866,0.650735314,0.169043869
2867,0.643128037,0.161412012
2868,0.643712665,0.162906242
2869,0.644003279,0.164797865
2870,0.650412241,0.167594549
2871,0.646988844,0.166787684
2872,0.642468913,0.165034821
2873,0.656091697,0.170622758
2874,0.645632838,0.168170908
2875,0.645579934,0.171104782
2876,0.641512077,0.162139261
2877,0.650337715,0.16970289
2878,0.648156102,0.165843897
2879,0.650050121,0.171861787
2880,0.647186793,0.169473904
2881,0.642137903,0.164504973
2882,0.649392682,0.171464181
2883,0.649208524,0.172700728
2884,0.64271756,0.165981984
2885,0.647425936,0.170002775
2886,0.648317775,0.172644789
2887,0.638088889,0.158286024
2888,0.644588875,0.165343621
2889,0.647277034,0.165153208
2890,0.647580931,0.161256572
2891,0.648901416,0.170913106
2892,0.645552054,0.16644264
2893,0.647176644,0.164713765
2894,0.648480661,0.169329726
2895,0.646276345,0.167791742
2896,0.647528152,0.164680831
2897,0.6389384,0.16276158
2898,0.641832081,0.165617595
2899,0.648103206,0.166598073
2900,0.644736982,0.162965719
2901,0.648407836,0.167272853
2902,0.650879617,0.174692593
2903,0.64513869,0.165238223
2904,0.64602672,0.165938262
2905,0.651061759,0.168170329
2906,0.645881638,0.165543079
2907,0.646721599,0.164469546
2908,0.648965957,0.169036335
2909,0.651144654,0.168629995
2910,0.647071326,0.168607583
2911,0.64559217,0.166194294
2912,0.645824945,0.1675875
2913,0.647228084,0.165611951
2914,0.649002116,0.167442214
2915,0.644796421,0.170175717
2916,0.640041634,0.166140452
2917,0.64367355,0.168664954
2918,0.649036296,0.172887313
2919,0.644421537,0.165662237
2920,0.646676701,0.166687734
2921,0.640608412,0.16395273
2922,0.644364459,0.165452031
2923,0.652938624,0.167747352
2924,0.649815125,0.170225259
2925,0.643430453,0.16348862
2926,0.648452006,0.16748013
2927,0.644948395,0.170193945
2928,0.649753444,0.168357116
2929,0.644317095,0.167382015
2930,0.652690127,0.172568066
2931,0.646042015,0.168396653
2932,0.643673875,0.165891606
2933,0.644271552,0.162969092
2934,0.64402345,0.161648208
2935,0.636692098,0.161279075
2936,0.644858009,0.164071732
2937,0.644283945,0.164180428
2938,0.654313274,0.171298957
2939,0.647950027,0.16428874
2940,0.640466658,0.16606207
2941,0.644753832,0.167052071
2942,0.644818446,0.165964379
2943,0.652253821,0.173736164
2944,0.648126136,0.161449296
2945,0.650980577,0.17105988
2946,0.646658485,0.168635168
2947,0.64770227,0.171739289
2948,0.640524059,0.161363182
2949,0.640111556,0.162124545
2950,0.647890315,0.167350046
2951,0.642440292,0.166068768
2952,0.644357318,0.168039844
2953,0.643495915,0.164390103
2954,0.648621397,0.166672518
2955,0.65141333,0.168533446
2956,0.647053265,0.161313279
2957,0.642572314,0.161812648
2958,0.644608824,0.171158265
2959,0.649562558,0.167342782
2960,0.647121856,0.166498963
2961,0.644754042,0.163577014
2962,0.652257458,0.170690031
2963,0.648379068,0.165836043
2964,0.632831371,0.159633762
2965,0.642709671,0.160558867
2966,0.653041251,0.174922155
2967,0.640339348,0.162339806
2968,0.644128308,0.169727817
2969,0.642969646,0.166593633
2970,0.649205745,0.165168677
2971,0.649786367,0.170893915
2972,0.646765368,0.168452058
2973,0.641456779,0.165179281
2974,0.646303878,0.162272533
2975,0.649958744,0.169773675
2976,0.649170877,0.170623325
2977,0.641602577,0.157666645
2978,0.652363633,0.175002966
2979,0.645230427,0.166398842
2980,0.641750857,0.164039269
2981,0.650675875,0.169704842
2982,0.650783626,0.176669175
2983,0.643126111,0.168784984
2984,0.648577235,0.165702855
2985,0.645350153,0.165372952
2986,0.643259904,0.165505549
2987,0.644140641,0.16891389
2988,0.648716092,0.169394774
2989,0.645526773,0.161569417
2990,0.650138235,0.165908948
2991,0.644180276,0.165361578
2992,0.644279338,0.165728727
2993,0.648735711,0.16809003
2994,0.644416575,0.167999962
2995,0.64841076,0.164427445
2996,0.649152344,0.170356595
2997,0.65065933,0.170544806
2998,0.647821131,0.163241783
2999,0.6399722,0.164007713
3000,0.64931012,0.168605513
3001,0.646684102,0.168364165
3002,0.64558166,0.166589968
3003,0.650484054,0.168574995
3004,0.651060021,0.170006172
3005,0.644517751,0.163370615
3006,0.648505565,0.164529179
3007,0.642478657,0.164427864
3008,0.651617824,0.169701723
3009,0.645939101,0.17046049
3010,0.647237438,0.165423467
3011,0.644924769,0.167446606
3012,0.647565454,0.162478068
3013,0.648391201,0.169291507
3014,0.640946459,0.16067868
3015,0.651341785,0.170621887
3016,0.646747903,0.162909444
3017,0.645947007,0.166675412
3018,0.644359372,0.164987092
3019,0.641782378,0.158261692
3020,0.636973864,0.161489283
3021,0.653990516,0.17368613
3022,0.63878885,0.164309629
3023,0.645448007,0.166466666
3024,0.64940487,0.165883729
3025,0.646374552,0.164509299
3026,0.64948275,0.169280673
3027,0.644865702,0.164387577
3028,0.642860927,0.165469156
3029,0.64689668,0.168839061
3030,0.64988313,0.169254275
3031,0.647847333,0.165299484
3032,0.644925462,0.165716699
3033,0.641947635,0.16686454
3034,0.640223769,0.160304697
3035,0.646185164,0.168675496
3036,0.644343762,0.167139263
3037,0.646802515,0.167648401
3038,0.644104615,0.163985312
3039,0.64652579,0.169805979
3040,0.639372633,0.154978052
