prevalence,pop_auroc,auprc
0.3,0.50735,0.305008141
0.3,0.5074,0.305042739
0.3,0.50745,0.305077345
0.3,0.5075,0.305111958
0.3,0.50755,0.305146578
0.3,0.5076,0.305181206
0.3,0.50765,0.30521584
0.3,0.5077,0.305250482
0.3,0.50775,0.305285131
0.3,0.5078,0.305319788
0.3,0.50785,0.305354451
0.3,0.5079,0.305389122
0.3,0.50795,0.3054238
0.3,0.508,0.305458485
0.3,0.50805,0.305493177
0.3,0.5081,0.305527877
0.3,0.50815,0.305562584
0.3,0.5082,0.305597298
0.3,0.50825,0.305632019
0.3,0.5083,0.305666747
0.3,0.50835,0.305701483
0.3,0.5084,0.305736226
0.3,0.50845,0.305770976
0.3,0.5085,0.305805734
0.3,0.50855,0.305840498
0.3,0.5086,0.30587527
0.3,0.50865,0.305910049
0.3,0.5087,0.305944836
0.3,0.50875,0.305979629
0.3,0.5088,0.30601443
0.3,0.50885,0.306049238
0.3,0.5089,0.306084054
0.3,0.50895,0.306118876
0.3,0.509,0.306153706
0.3,0.50905,0.306188543
0.3,0.5091,0.306223387
0.3,0.50915,0.306258239
0.3,0.5092,0.306293098
0.3,0.50925,0.306327964
0.3,0.5093,0.306362837
0.3,0.50935,0.306397717
0.3,0.5094,0.306432605
0.3,0.50945,0.3064675
0.3,0.5095,0.306502402
0.3,0.50955,0.306537312
0.3,0.5096,0.306572229
0.3,0.50965,0.306607153
0.3,0.5097,0.306642084
0.3,0.50975,0.306677023
0.3,0.5098,0.306711968
0.3,0.50985,0.306746922
0.3,0.5099,0.306781882
0.3,0.50995,0.306816849
0.3,0.51,0.306851824
0.3,0.51005,0.306886806
0.3,0.5101,0.306921796
0.3,0.51015,0.306956793
0.3,0.5102,0.306991796
0.3,0.51025,0.307026808
0.3,0.5103,0.307061826
0.3,0.51035,0.307096852
0.3,0.5104,0.307131885
0.3,0.51045,0.307166925
0.3,0.5105,0.307201973
0.3,0.51055,0.307237027
0.3,0.5106,0.30727209
0.3,0.51065,0.307307159
0.3,0.5107,0.307342236
0.3,0.51075,0.307377319
0.3,0.5108,0.307412411
0.3,0.51085,0.307447509
0.3,0.5109,0.307482615
0.3,0.51095,0.307517728
0.3,0.511,0.307552848
0.3,0.51105,0.307587976
0.3,0.5111,0.307623111
0.3,0.51115,0.307658253
0.3,0.5112,0.307693403
0.3,0.51125,0.307728559
0.3,0.5113,0.307763723
0.3,0.51135,0.307798895
0.3,0.5114,0.307834073
0.3,0.51145,0.307869259
0.3,0.5115,0.307904453
0.3,0.51155,0.307939653
0.3,0.5116,0.307974861
0.3,0.51165,0.308010076
0.3,0.5117,0.308045298
0.3,0.51175,0.308080528
0.3,0.5118,0.308115765
0.3,0.51185,0.30815101
0.3,0.5119,0.308186261
0.3,0.51195,0.30822152
0.3,0.512,0.308256786
0.3,0.51205,0.30829206
0.3,0.5121,0.308327341
0.3,0.51215,0.308362629
0.3,0.5122,0.308397924
0.3,0.51225,0.308433227
0.3,0.5123,0.308468537
0.3,0.51235,0.308503855
0.3,0.5124,0.308539179
0.3,0.51245,0.308574511
0.3,0.5125,0.308609851
0.3,0.51255,0.308645197
0.3,0.5126,0.308680551
0.3,0.51265,0.308715913
0.3,0.5127,0.308751281
0.3,0.51275,0.308786657
0.3,0.5128,0.30882204
0.3,0.51285,0.308857431
0.3,0.5129,0.308892829
0.3,0.51295,0.308928234
0.3,0.513,0.308963647
0.3,0.51305,0.308999067
0.3,0.5131,0.309034494
0.3,0.51315,0.309069928
0.3,0.5132,0.30910537
0.3,0.51325,0.309140819
0.3,0.5133,0.309176276
0.3,0.51335,0.30921174
0.3,0.5134,0.309247211
0.3,0.51345,0.309282689
0.3,0.5135,0.309318175
0.3,0.51355,0.309353668
0.3,0.5136,0.309389169
0.3,0.51365,0.309424677
0.3,0.5137,0.309460192
0.3,0.51375,0.309495715
0.3,0.5138,0.309531245
0.3,0.51385,0.309566782
0.3,0.5139,0.309602326
0.3,0.51395,0.309637878
0.3,0.514,0.309673438
0.3,0.51405,0.309709004
0.3,0.5141,0.309744578
0.3,0.51415,0.309780159
0.3,0.5142,0.309815748
0.3,0.51425,0.309851344
0.3,0.5143,0.309886947
0.3,0.51435,0.309922558
0.3,0.5144,0.309958176
0.3,0.51445,0.309993802
0.3,0.5145,0.310029434
0.3,0.51455,0.310065075
0.3,0.5146,0.310100722
0.3,0.51465,0.310136377
0.3,0.5147,0.310172039
0.3,0.51475,0.310207709
0.3,0.5148,0.310243386
0.3,0.51485,0.31027907
0.3,0.5149,0.310314762
0.3,0.51495,0.310350461
0.3,0.515,0.310386167
0.3,0.51505,0.310421881
0.3,0.5151,0.310457602
0.3,0.51515,0.310493331
0.3,0.5152,0.310529066
0.3,0.51525,0.31056481
0.3,0.5153,0.31060056
0.3,0.51535,0.310636318
0.3,0.5154,0.310672084
0.3,0.51545,0.310707856
0.3,0.5155,0.310743637
0.3,0.51555,0.310779424
0.3,0.5156,0.310815219
0.3,0.51565,0.310851021
0.3,0.5157,0.310886831
0.3,0.51575,0.310922648
0.3,0.5158,0.310958472
0.3,0.51585,0.310994304
0.3,0.5159,0.311030143
0.3,0.51595,0.31106599
0.3,0.516,0.311101844
0.3,0.51605,0.311137705
0.3,0.5161,0.311173574
0.3,0.51615,0.31120945
0.3,0.5162,0.311245333
0.3,0.51625,0.311281224
0.3,0.5163,0.311317123
0.3,0.51635,0.311353028
0.3,0.5164,0.311388941
0.3,0.51645,0.311424862
0.3,0.5165,0.31146079
0.3,0.51655,0.311496725
0.3,0.5166,0.311532668
0.3,0.51665,0.311568618
0.3,0.5167,0.311604575
0.3,0.51675,0.31164054
0.3,0.5168,0.311676512
0.3,0.51685,0.311712492
0.3,0.5169,0.311748479
0.3,0.51695,0.311784474
0.3,0.517,0.311820475
0.3,0.51705,0.311856485
0.3,0.5171,0.311892501
0.3,0.51715,0.311928526
0.3,0.5172,0.311964557
0.3,0.51725,0.312000596
0.3,0.5173,0.312036642
0.3,0.51735,0.312072696
0.3,0.5174,0.312108757
0.3,0.51745,0.312144826
0.3,0.5175,0.312180902
0.3,0.51755,0.312216985
0.3,0.5176,0.312253076
0.3,0.51765,0.312289175
0.3,0.5177,0.31232528
0.3,0.51775,0.312361393
0.3,0.5178,0.312397514
0.3,0.51785,0.312433642
0.3,0.5179,0.312469777
0.3,0.51795,0.31250592
0.3,0.518,0.31254207
0.3,0.51805,0.312578228
0.3,0.5181,0.312614393
0.3,0.51815,0.312650566
0.3,0.5182,0.312686746
0.3,0.51825,0.312722933
0.3,0.5183,0.312759128
0.3,0.51835,0.31279533
0.3,0.5184,0.31283154
0.3,0.51845,0.312867757
0.3,0.5185,0.312903982
0.3,0.51855,0.312940214
0.3,0.5186,0.312976453
0.3,0.51865,0.3130127
0.3,0.5187,0.313048954
0.3,0.51875,0.313085216
0.3,0.5188,0.313121485
0.3,0.51885,0.313157762
0.3,0.5189,0.313194046
0.3,0.51895,0.313230338
0.3,0.519,0.313266637
0.3,0.51905,0.313302943
0.3,0.5191,0.313339257
0.3,0.51915,0.313375578
0.3,0.5192,0.313411907
0.3,0.51925,0.313448243
0.3,0.5193,0.313484587
0.3,0.51935,0.313520938
0.3,0.5194,0.313557297
0.3,0.51945,0.313593663
0.3,0.5195,0.313630036
0.3,0.51955,0.313666417
0.3,0.5196,0.313702806
0.3,0.51965,0.313739202
0.3,0.5197,0.313775605
0.3,0.51975,0.313812016
0.3,0.5198,0.313848434
0.3,0.51985,0.31388486
0.3,0.5199,0.313921293
0.3,0.51995,0.313957734
0.3,0.52,0.313994182
0.3,0.52005,0.314030638
0.3,0.5201,0.314067101
0.3,0.52015,0.314103571
0.3,0.5202,0.314140049
0.3,0.52025,0.314176535
0.3,0.5203,0.314213028
0.3,0.52035,0.314249528
0.3,0.5204,0.314286036
0.3,0.52045,0.314322551
0.3,0.5205,0.314359074
0.3,0.52055,0.314395605
0.3,0.5206,0.314432142
0.3,0.52065,0.314468688
0.3,0.5207,0.314505241
0.3,0.52075,0.314541801
0.3,0.5208,0.314578369
0.3,0.52085,0.314614944
0.3,0.5209,0.314651527
0.3,0.52095,0.314688117
0.3,0.521,0.314724714
0.3,0.52105,0.31476132
0.3,0.5211,0.314797932
0.3,0.52115,0.314834553
0.3,0.5212,0.31487118
0.3,0.52125,0.314907815
0.3,0.5213,0.314944458
0.3,0.52135,0.314981108
0.3,0.5214,0.315017766
0.3,0.52145,0.315054431
0.3,0.5215,0.315091103
0.3,0.52155,0.315127784
0.3,0.5216,0.315164471
0.3,0.52165,0.315201166
0.3,0.5217,0.315237869
0.3,0.52175,0.315274579
0.3,0.5218,0.315311297
0.3,0.52185,0.315348022
0.3,0.5219,0.315384754
0.3,0.52195,0.315421495
0.3,0.522,0.315458242
0.3,0.52205,0.315494997
0.3,0.5221,0.31553176
0.3,0.52215,0.31556853
0.3,0.5222,0.315605308
0.3,0.52225,0.315642093
0.3,0.5223,0.315678886
0.3,0.52235,0.315715686
0.3,0.5224,0.315752494
0.3,0.52245,0.315789309
0.3,0.5225,0.315826132
0.3,0.52255,0.315862962
0.3,0.5226,0.3158998
0.3,0.52265,0.315936645
0.3,0.5227,0.315973498
0.3,0.52275,0.316010358
0.3,0.5228,0.316047226
0.3,0.52285,0.316084101
0.3,0.5229,0.316120984
0.3,0.52295,0.316157875
0.3,0.523,0.316194773
0.3,0.52305,0.316231678
0.3,0.5231,0.316268591
0.3,0.52315,0.316305512
0.3,0.5232,0.31634244
0.3,0.52325,0.316379376
0.3,0.5233,0.316416319
0.3,0.52335,0.316453269
0.3,0.5234,0.316490228
0.3,0.52345,0.316527193
0.3,0.5235,0.316564167
0.3,0.52355,0.316601148
0.3,0.5236,0.316638136
0.3,0.52365,0.316675132
0.3,0.5237,0.316712135
0.3,0.52375,0.316749146
0.3,0.5238,0.316786165
0.3,0.52385,0.316823191
0.3,0.5239,0.316860224
0.3,0.52395,0.316897266
0.3,0.524,0.316934314
0.3,0.52405,0.316971371
0.3,0.5241,0.317008434
0.3,0.52415,0.317045506
0.3,0.5242,0.317082585
0.3,0.52425,0.317119671
0.3,0.5243,0.317156765
0.3,0.52435,0.317193866
0.3,0.5244,0.317230976
0.3,0.52445,0.317268092
0.3,0.5245,0.317305216
0.3,0.52455,0.317342348
0.3,0.5246,0.317379488
0.3,0.52465,0.317416634
0.3,0.5247,0.317453789
0.3,0.52475,0.317490951
0.3,0.5248,0.31752812
0.3,0.52485,0.317565297
0.3,0.5249,0.317602482
0.3,0.52495,0.317639674
0.3,0.525,0.317676874
0.3,0.52505,0.317714082
0.3,0.5251,0.317751297
0.3,0.52515,0.317788519
0.3,0.5252,0.317825749
0.3,0.52525,0.317862987
0.3,0.5253,0.317900232
0.3,0.52535,0.317937485
0.3,0.5254,0.317974745
0.3,0.52545,0.318012013
0.3,0.5255,0.318049289
0.3,0.52555,0.318086572
0.3,0.5256,0.318123862
0.3,0.52565,0.318161161
0.3,0.5257,0.318198466
0.3,0.52575,0.31823578
0.3,0.5258,0.318273101
0.3,0.52585,0.318310429
0.3,0.5259,0.318347765
0.3,0.52595,0.318385109
0.3,0.526,0.31842246
0.3,0.52605,0.318459819
0.3,0.5261,0.318497186
0.3,0.52615,0.31853456
0.3,0.5262,0.318571941
0.3,0.52625,0.318609331
0.3,0.5263,0.318646728
0.3,0.52635,0.318684132
0.3,0.5264,0.318721544
0.3,0.52645,0.318758964
0.3,0.5265,0.318796391
0.3,0.52655,0.318833826
0.3,0.5266,0.318871268
0.3,0.52665,0.318908718
0.3,0.5267,0.318946175
0.3,0.52675,0.318983641
0.3,0.5268,0.319021113
0.3,0.52685,0.319058594
0.3,0.5269,0.319096082
0.3,0.52695,0.319133577
0.3,0.527,0.31917108
0.3,0.52705,0.319208591
0.3,0.5271,0.31924611
0.3,0.52715,0.319283636
0.3,0.5272,0.319321169
0.3,0.52725,0.31935871
0.3,0.5273,0.319396259
0.3,0.52735,0.319433816
0.3,0.5274,0.31947138
0.3,0.52745,0.319508951
0.3,0.5275,0.319546531
0.3,0.52755,0.319584117
0.3,0.5276,0.319621712
0.3,0.52765,0.319659314
0.3,0.5277,0.319696924
0.3,0.52775,0.319734541
0.3,0.5278,0.319772166
0.3,0.52785,0.319809799
0.3,0.5279,0.319847439
0.3,0.52795,0.319885087
0.3,0.528,0.319922742
0.3,0.52805,0.319960405
0.3,0.5281,0.319998076
0.3,0.52815,0.320035754
0.3,0.5282,0.32007344
0.3,0.52825,0.320111134
0.3,0.5283,0.320148835
0.3,0.52835,0.320186544
0.3,0.5284,0.32022426
0.3,0.52845,0.320261984
0.3,0.5285,0.320299716
0.3,0.52855,0.320337455
0.3,0.5286,0.320375202
0.3,0.52865,0.320412957
0.3,0.5287,0.320450719
0.3,0.52875,0.320488489
0.3,0.5288,0.320526266
0.3,0.52885,0.320564051
0.3,0.5289,0.320601844
0.3,0.52895,0.320639645
0.3,0.529,0.320677453
0.3,0.52905,0.320715268
0.3,0.5291,0.320753092
0.3,0.52915,0.320790923
0.3,0.5292,0.320828761
0.3,0.52925,0.320866608
0.3,0.5293,0.320904462
0.3,0.52935,0.320942323
0.3,0.5294,0.320980192
0.3,0.52945,0.321018069
0.3,0.5295,0.321055954
0.3,0.52955,0.321093846
0.3,0.5296,0.321131746
0.3,0.52965,0.321169653
0.3,0.5297,0.321207568
0.3,0.52975,0.321245491
0.3,0.5298,0.321283421
0.3,0.52985,0.32132136
0.3,0.5299,0.321359305
0.3,0.52995,0.321397259
0.3,0.53,0.32143522
0.3,0.53005,0.321473188
0.3,0.5301,0.321511165
0.3,0.53015,0.321549149
0.3,0.5302,0.321587141
0.3,0.53025,0.32162514
0.3,0.5303,0.321663147
0.3,0.53035,0.321701162
0.3,0.5304,0.321739184
0.3,0.53045,0.321777214
0.3,0.5305,0.321815252
0.3,0.53055,0.321853297
0.3,0.5306,0.32189135
0.3,0.53065,0.321929411
0.3,0.5307,0.321967479
0.3,0.53075,0.322005555
0.3,0.5308,0.322043639
0.3,0.53085,0.322081731
0.3,0.5309,0.32211983
0.3,0.53095,0.322157936
0.3,0.531,0.322196051
0.3,0.53105,0.322234173
0.3,0.5311,0.322272303
0.3,0.53115,0.32231044
0.3,0.5312,0.322348585
0.3,0.53125,0.322386738
0.3,0.5313,0.322424899
0.3,0.53135,0.322463067
0.3,0.5314,0.322501243
0.3,0.53145,0.322539426
0.3,0.5315,0.322577618
0.3,0.53155,0.322615817
0.3,0.5316,0.322654023
0.3,0.53165,0.322692238
0.3,0.5317,0.32273046
0.3,0.53175,0.322768689
0.3,0.5318,0.322806927
0.3,0.53185,0.322845172
0.3,0.5319,0.322883425
0.3,0.53195,0.322921685
0.3,0.532,0.322959953
0.3,0.53205,0.322998229
0.3,0.5321,0.323036513
0.3,0.53215,0.323074804
0.3,0.5322,0.323113103
0.3,0.53225,0.32315141
0.3,0.5323,0.323189724
0.3,0.53235,0.323228046
0.3,0.5324,0.323266376
0.3,0.53245,0.323304713
0.3,0.5325,0.323343058
0.3,0.53255,0.323381411
0.3,0.5326,0.323419772
0.3,0.53265,0.32345814
0.3,0.5327,0.323496516
0.3,0.53275,0.3235349
0.3,0.5328,0.323573291
0.3,0.53285,0.323611691
0.3,0.5329,0.323650097
0.3,0.53295,0.323688512
0.3,0.533,0.323726934
0.3,0.53305,0.323765364
0.3,0.5331,0.323803802
0.3,0.53315,0.323842247
0.3,0.5332,0.323880701
0.3,0.53325,0.323919161
0.3,0.5333,0.32395763
0.3,0.53335,0.323996106
0.3,0.5334,0.32403459
0.3,0.53345,0.324073082
0.3,0.5335,0.324111582
0.3,0.53355,0.324150089
0.3,0.5336,0.324188604
0.3,0.53365,0.324227126
0.3,0.5337,0.324265657
0.3,0.53375,0.324304195
0.3,0.5338,0.324342741
0.3,0.53385,0.324381294
0.3,0.5339,0.324419855
0.3,0.53395,0.324458424
0.3,0.534,0.324497001
0.3,0.53405,0.324535586
0.3,0.5341,0.324574178
0.3,0.53415,0.324612778
0.3,0.5342,0.324651385
0.3,0.53425,0.324690001
0.3,0.5343,0.324728624
0.3,0.53435,0.324767255
0.3,0.5344,0.324805894
0.3,0.53445,0.32484454
0.3,0.5345,0.324883194
0.3,0.53455,0.324921856
0.3,0.5346,0.324960526
0.3,0.53465,0.324999203
0.3,0.5347,0.325037888
0.3,0.53475,0.325076581
0.3,0.5348,0.325115281
0.3,0.53485,0.32515399
0.3,0.5349,0.325192706
0.3,0.53495,0.32523143
0.3,0.535,0.325270161
0.3,0.53505,0.3253089
0.3,0.5351,0.325347648
0.3,0.53515,0.325386402
0.3,0.5352,0.325425165
0.3,0.53525,0.325463935
0.3,0.5353,0.325502713
0.3,0.53535,0.325541499
0.3,0.5354,0.325580293
0.3,0.53545,0.325619094
0.3,0.5355,0.325657903
0.3,0.53555,0.32569672
0.3,0.5356,0.325735545
0.3,0.53565,0.325774377
0.3,0.5357,0.325813217
0.3,0.53575,0.325852065
0.3,0.5358,0.325890921
0.3,0.53585,0.325929784
0.3,0.5359,0.325968656
0.3,0.53595,0.326007535
0.3,0.536,0.326046421
0.3,0.53605,0.326085316
0.3,0.5361,0.326124218
0.3,0.53615,0.326163128
0.3,0.5362,0.326202046
0.3,0.53625,0.326240972
0.3,0.5363,0.326279905
0.3,0.53635,0.326318846
0.3,0.5364,0.326357795
0.3,0.53645,0.326396752
0.3,0.5365,0.326435716
0.3,0.53655,0.326474689
0.3,0.5366,0.326513669
0.3,0.53665,0.326552656
0.3,0.5367,0.326591652
0.3,0.53675,0.326630655
0.3,0.5368,0.326669667
0.3,0.53685,0.326708685
0.3,0.5369,0.326747712
0.3,0.53695,0.326786747
0.3,0.537,0.326825789
0.3,0.53705,0.326864839
0.3,0.5371,0.326903897
0.3,0.53715,0.326942963
0.3,0.5372,0.326982036
0.3,0.53725,0.327021117
0.3,0.5373,0.327060206
0.3,0.53735,0.327099303
0.3,0.5374,0.327138408
0.3,0.53745,0.32717752
0.3,0.5375,0.32721664
0.3,0.53755,0.327255768
0.3,0.5376,0.327294904
0.3,0.53765,0.327334047
0.3,0.5377,0.327373199
0.3,0.53775,0.327412358
0.3,0.5378,0.327451525
0.3,0.53785,0.3274907
0.3,0.5379,0.327529882
0.3,0.53795,0.327569073
0.3,0.538,0.327608271
0.3,0.53805,0.327647477
0.3,0.5381,0.327686691
0.3,0.53815,0.327725912
0.3,0.5382,0.327765141
0.3,0.53825,0.327804379
0.3,0.5383,0.327843624
0.3,0.53835,0.327882876
0.3,0.5384,0.327922137
0.3,0.53845,0.327961406
0.3,0.5385,0.328000682
0.3,0.53855,0.328039966
0.3,0.5386,0.328079258
0.3,0.53865,0.328118557
0.3,0.5387,0.328157865
0.3,0.53875,0.32819718
0.3,0.5388,0.328236503
0.3,0.53885,0.328275834
0.3,0.5389,0.328315173
0.3,0.53895,0.32835452
0.3,0.539,0.328393874
0.3,0.53905,0.328433236
0.3,0.5391,0.328472606
0.3,0.53915,0.328511984
0.3,0.5392,0.32855137
0.3,0.53925,0.328590763
0.3,0.5393,0.328630164
0.3,0.53935,0.328669574
0.3,0.5394,0.328708991
0.3,0.53945,0.328748415
0.3,0.5395,0.328787848
0.3,0.53955,0.328827289
0.3,0.5396,0.328866737
0.3,0.53965,0.328906193
0.3,0.5397,0.328945657
0.3,0.53975,0.328985129
0.3,0.5398,0.329024608
0.3,0.53985,0.329064096
0.3,0.5399,0.329103591
0.3,0.53995,0.329143094
0.3,0.54,0.329182605
0.3,0.54005,0.329222124
0.3,0.5401,0.329261651
0.3,0.54015,0.329301185
0.3,0.5402,0.329340727
0.3,0.54025,0.329380277
0.3,0.5403,0.329419835
0.3,0.54035,0.329459401
0.3,0.5404,0.329498975
0.3,0.54045,0.329538557
0.3,0.5405,0.329578146
0.3,0.54055,0.329617743
0.3,0.5406,0.329657348
0.3,0.54065,0.329696961
0.3,0.5407,0.329736582
0.3,0.54075,0.32977621
0.3,0.5408,0.329815847
0.3,0.54085,0.329855491
0.3,0.5409,0.329895143
0.3,0.54095,0.329934803
0.3,0.541,0.329974471
0.3,0.54105,0.330014147
0.3,0.5411,0.330053831
0.3,0.54115,0.330093522
0.3,0.5412,0.330133221
0.3,0.54125,0.330172928
0.3,0.5413,0.330212643
0.3,0.54135,0.330252366
0.3,0.5414,0.330292097
0.3,0.54145,0.330331836
0.3,0.5415,0.330371582
0.3,0.54155,0.330411336
0.3,0.5416,0.330451099
0.3,0.54165,0.330490869
0.3,0.5417,0.330530647
0.3,0.54175,0.330570432
0.3,0.5418,0.330610226
0.3,0.54185,0.330650027
0.3,0.5419,0.330689837
0.3,0.54195,0.330729654
0.3,0.542,0.330769479
0.3,0.54205,0.330809312
0.3,0.5421,0.330849153
0.3,0.54215,0.330889002
0.3,0.5422,0.330928858
0.3,0.54225,0.330968723
0.3,0.5423,0.331008595
0.3,0.54235,0.331048475
0.3,0.5424,0.331088363
0.3,0.54245,0.331128259
0.3,0.5425,0.331168163
0.3,0.54255,0.331208075
0.3,0.5426,0.331247995
0.3,0.54265,0.331287922
0.3,0.5427,0.331327858
0.3,0.54275,0.331367801
0.3,0.5428,0.331407752
0.3,0.54285,0.331447711
0.3,0.5429,0.331487678
0.3,0.54295,0.331527653
0.3,0.543,0.331567635
0.3,0.54305,0.331607626
0.3,0.5431,0.331647624
0.3,0.54315,0.331687631
0.3,0.5432,0.331727645
0.3,0.54325,0.331767667
0.3,0.5433,0.331807697
0.3,0.54335,0.331847735
0.3,0.5434,0.331887781
0.3,0.54345,0.331927835
0.3,0.5435,0.331967896
0.3,0.54355,0.332007966
0.3,0.5436,0.332048043
0.3,0.54365,0.332088128
0.3,0.5437,0.332128222
0.3,0.54375,0.332168323
0.3,0.5438,0.332208432
0.3,0.54385,0.332248548
0.3,0.5439,0.332288673
0.3,0.54395,0.332328806
0.3,0.544,0.332368947
0.3,0.54405,0.332409095
0.3,0.5441,0.332449251
0.3,0.54415,0.332489416
0.3,0.5442,0.332529588
0.3,0.54425,0.332569768
0.3,0.5443,0.332609956
0.3,0.54435,0.332650152
0.3,0.5444,0.332690356
0.3,0.54445,0.332730568
0.3,0.5445,0.332770787
0.3,0.54455,0.332811015
0.3,0.5446,0.33285125
0.3,0.54465,0.332891494
0.3,0.5447,0.332931745
0.3,0.54475,0.332972004
0.3,0.5448,0.333012271
0.3,0.54485,0.333052547
0.3,0.5449,0.33309283
0.3,0.54495,0.33313312
0.3,0.545,0.333173419
0.3,0.54505,0.333213726
0.3,0.5451,0.333254041
0.3,0.54515,0.333294363
0.3,0.5452,0.333334694
0.3,0.54525,0.333375032
0.3,0.5453,0.333415379
0.3,0.54535,0.333455733
0.3,0.5454,0.333496095
0.3,0.54545,0.333536465
0.3,0.5455,0.333576843
0.3,0.54555,0.333617229
0.3,0.5456,0.333657623
0.3,0.54565,0.333698025
0.3,0.5457,0.333738435
0.3,0.54575,0.333778852
0.3,0.5458,0.333819278
0.3,0.54585,0.333859712
0.3,0.5459,0.333900153
0.3,0.54595,0.333940603
0.3,0.546,0.33398106
0.3,0.54605,0.334021525
0.3,0.5461,0.334061998
0.3,0.54615,0.33410248
0.3,0.5462,0.334142969
0.3,0.54625,0.334183466
0.3,0.5463,0.334223971
0.3,0.54635,0.334264484
0.3,0.5464,0.334305005
0.3,0.54645,0.334345533
0.3,0.5465,0.33438607
0.3,0.54655,0.334426615
0.3,0.5466,0.334467168
0.3,0.54665,0.334507728
0.3,0.5467,0.334548297
0.3,0.54675,0.334588873
0.3,0.5468,0.334629458
0.3,0.54685,0.33467005
0.3,0.5469,0.33471065
0.3,0.54695,0.334751259
0.3,0.547,0.334791875
0.3,0.54705,0.334832499
0.3,0.5471,0.334873131
0.3,0.54715,0.334913771
0.3,0.5472,0.334954419
0.3,0.54725,0.334995075
0.3,0.5473,0.335035739
0.3,0.54735,0.335076411
0.3,0.5474,0.335117091
0.3,0.54745,0.335157779
0.3,0.5475,0.335198475
0.3,0.54755,0.335239179
0.3,0.5476,0.33527989
0.3,0.54765,0.33532061
0.3,0.5477,0.335361338
0.3,0.54775,0.335402073
0.3,0.5478,0.335442817
0.3,0.54785,0.335483568
0.3,0.5479,0.335524328
0.3,0.54795,0.335565095
0.3,0.548,0.335605871
0.3,0.54805,0.335646654
0.3,0.5481,0.335687445
0.3,0.54815,0.335728245
0.3,0.5482,0.335769052
0.3,0.54825,0.335809867
0.3,0.5483,0.335850691
0.3,0.54835,0.335891522
0.3,0.5484,0.335932361
0.3,0.54845,0.335973208
0.3,0.5485,0.336014063
0.3,0.54855,0.336054926
0.3,0.5486,0.336095798
0.3,0.54865,0.336136677
0.3,0.5487,0.336177564
0.3,0.54875,0.336218459
0.3,0.5488,0.336259362
0.3,0.54885,0.336300273
0.3,0.5489,0.336341192
0.3,0.54895,0.336382119
0.3,0.549,0.336423053
0.3,0.54905,0.336463996
0.3,0.5491,0.336504947
0.3,0.54915,0.336545906
0.3,0.5492,0.336586873
0.3,0.54925,0.336627848
0.3,0.5493,0.336668831
0.3,0.54935,0.336709821
0.3,0.5494,0.33675082
0.3,0.54945,0.336791827
0.3,0.5495,0.336832842
0.3,0.54955,0.336873865
0.3,0.5496,0.336914895
0.3,0.54965,0.336955934
0.3,0.5497,0.336996981
0.3,0.54975,0.337038036
0.3,0.5498,0.337079098
0.3,0.54985,0.337120169
0.3,0.5499,0.337161248
0.3,0.54995,0.337202335
0.3,0.55,0.337243429
0.3,0.55005,0.337284532
0.3,0.5501,0.337325643
0.3,0.55015,0.337366761
0.3,0.5502,0.337407888
0.3,0.55025,0.337449023
0.3,0.5503,0.337490166
0.3,0.55035,0.337531316
0.3,0.5504,0.337572475
0.3,0.55045,0.337613642
0.3,0.5505,0.337654817
0.3,0.55055,0.337695999
0.3,0.5506,0.33773719
0.3,0.55065,0.337778389
0.3,0.5507,0.337819596
0.3,0.55075,0.33786081
0.3,0.5508,0.337902033
0.3,0.55085,0.337943264
0.3,0.5509,0.337984503
0.3,0.55095,0.33802575
0.3,0.551,0.338067004
0.3,0.55105,0.338108267
0.3,0.5511,0.338149538
0.3,0.55115,0.338190817
0.3,0.5512,0.338232104
0.3,0.55125,0.338273399
0.3,0.5513,0.338314702
0.3,0.55135,0.338356013
0.3,0.5514,0.338397332
0.3,0.55145,0.338438658
0.3,0.5515,0.338479993
0.3,0.55155,0.338521336
0.3,0.5516,0.338562688
0.3,0.55165,0.338604047
0.3,0.5517,0.338645414
0.3,0.55175,0.338686789
0.3,0.5518,0.338728172
0.3,0.55185,0.338769563
0.3,0.5519,0.338810962
0.3,0.55195,0.338852369
0.3,0.552,0.338893785
0.3,0.55205,0.338935208
0.3,0.5521,0.338976639
0.3,0.55215,0.339018079
0.3,0.5522,0.339059526
0.3,0.55225,0.339100981
0.3,0.5523,0.339142445
0.3,0.55235,0.339183916
0.3,0.5524,0.339225396
0.3,0.55245,0.339266883
0.3,0.5525,0.339308379
0.3,0.55255,0.339349882
0.3,0.5526,0.339391394
0.3,0.55265,0.339432914
0.3,0.5527,0.339474441
0.3,0.55275,0.339515977
0.3,0.5528,0.339557521
0.3,0.55285,0.339599073
0.3,0.5529,0.339640632
0.3,0.55295,0.3396822
0.3,0.553,0.339723776
0.3,0.55305,0.33976536
0.3,0.5531,0.339806952
0.3,0.55315,0.339848552
0.3,0.5532,0.33989016
0.3,0.55325,0.339931777
0.3,0.5533,0.339973401
0.3,0.55335,0.340015033
0.3,0.5534,0.340056673
0.3,0.55345,0.340098322
0.3,0.5535,0.340139978
0.3,0.55355,0.340181642
0.3,0.5536,0.340223315
0.3,0.55365,0.340264995
0.3,0.5537,0.340306684
0.3,0.55375,0.340348381
0.3,0.5538,0.340390085
0.3,0.55385,0.340431798
0.3,0.5539,0.340473519
0.3,0.55395,0.340515248
0.3,0.554,0.340556985
0.3,0.55405,0.34059873
