prevalence,pop_auroc,auprc
0.05,0.76395,0.177219107
0.05,0.764,0.177277802
0.05,0.76405,0.177336521
0.05,0.7641,0.177395264
0.05,0.76415,0.177454031
0.05,0.7642,0.177512822
0.05,0.76425,0.177571637
0.05,0.7643,0.177630476
0.05,0.76435,0.177689338
0.05,0.7644,0.177748225
0.05,0.76445,0.177807136
0.05,0.7645,0.177866071
0.05,0.76455,0.177925031
0.05,0.7646,0.177984014
0.05,0.76465,0.178043021
0.05,0.7647,0.178102052
0.05,0.76475,0.178161107
0.05,0.7648,0.178220187
0.05,0.76485,0.17827929
0.05,0.7649,0.178338418
0.05,0.76495,0.17839757
0.05,0.765,0.178456745
0.05,0.76505,0.178515945
0.05,0.7651,0.178575169
0.05,0.76515,0.178634418
0.05,0.7652,0.17869369
0.05,0.76525,0.178752986
0.05,0.7653,0.178812307
0.05,0.76535,0.178871652
0.05,0.7654,0.178931021
0.05,0.76545,0.178990414
0.05,0.7655,0.179049832
0.05,0.76555,0.179109274
0.05,0.7656,0.17916874
0.05,0.76565,0.17922823
0.05,0.7657,0.179287744
0.05,0.76575,0.179347283
0.05,0.7658,0.179406846
0.05,0.76585,0.179466433
0.05,0.7659,0.179526044
0.05,0.76595,0.17958568
0.05,0.766,0.17964534
0.05,0.76605,0.179705024
0.05,0.7661,0.179764733
0.05,0.76615,0.179824466
0.05,0.7662,0.179884223
0.05,0.76625,0.179944005
0.05,0.7663,0.180003811
0.05,0.76635,0.180063641
0.05,0.7664,0.180123496
0.05,0.76645,0.180183375
0.05,0.7665,0.180243279
0.05,0.76655,0.180303206
0.05,0.7666,0.180363159
0.05,0.76665,0.180423135
0.05,0.7667,0.180483136
0.05,0.76675,0.180543162
0.05,0.7668,0.180603212
0.05,0.76685,0.180663286
0.05,0.7669,0.180723385
0.05,0.76695,0.180783509
0.05,0.767,0.180843656
0.05,0.76705,0.180903829
0.05,0.7671,0.180964025
0.05,0.76715,0.181024247
0.05,0.7672,0.181084492
0.05,0.76725,0.181144763
0.05,0.7673,0.181205057
0.05,0.76735,0.181265377
0.05,0.7674,0.181325721
0.05,0.76745,0.181386089
0.05,0.7675,0.181446482
0.05,0.76755,0.1815069
0.05,0.7676,0.181567342
0.05,0.76765,0.181627808
0.05,0.7677,0.1816883
0.05,0.76775,0.181748816
0.05,0.7678,0.181809356
0.05,0.76785,0.181869921
0.05,0.7679,0.181930511
0.05,0.76795,0.181991125
0.05,0.768,0.182051765
0.05,0.76805,0.182112428
0.05,0.7681,0.182173117
0.05,0.76815,0.18223383
0.05,0.7682,0.182294567
0.05,0.76825,0.18235533
0.05,0.7683,0.182416117
0.05,0.76835,0.182476929
0.05,0.7684,0.182537765
0.05,0.76845,0.182598627
0.05,0.7685,0.182659513
0.05,0.76855,0.182720424
0.05,0.7686,0.182781359
0.05,0.76865,0.182842319
0.05,0.7687,0.182903305
0.05,0.76875,0.182964314
0.05,0.7688,0.183025349
0.05,0.76885,0.183086408
0.05,0.7689,0.183147493
0.05,0.76895,0.183208602
0.05,0.769,0.183269736
0.05,0.76905,0.183330894
0.05,0.7691,0.183392078
0.05,0.76915,0.183453287
0.05,0.7692,0.18351452
0.05,0.76925,0.183575778
0.05,0.7693,0.183637061
0.05,0.76935,0.183698369
0.05,0.7694,0.183759702
0.05,0.76945,0.18382106
0.05,0.7695,0.183882442
0.05,0.76955,0.18394385
0.05,0.7696,0.184005282
0.05,0.76965,0.18406674
0.05,0.7697,0.184128222
0.05,0.76975,0.18418973
0.05,0.7698,0.184251262
0.05,0.76985,0.184312819
0.05,0.7699,0.184374402
0.05,0.76995,0.184436009
0.05,0.77,0.184497641
0.05,0.77005,0.184559299
0.05,0.7701,0.184620981
0.05,0.77015,0.184682688
0.05,0.7702,0.184744421
0.05,0.77025,0.184806178
0.05,0.7703,0.184867961
0.05,0.77035,0.184929768
0.05,0.7704,0.184991601
0.05,0.77045,0.185053459
0.05,0.7705,0.185115342
0.05,0.77055,0.18517725
0.05,0.7706,0.185239183
0.05,0.77065,0.185301141
0.05,0.7707,0.185363124
0.05,0.77075,0.185425133
0.05,0.7708,0.185487167
0.05,0.77085,0.185549225
0.05,0.7709,0.185611309
0.05,0.77095,0.185673418
0.05,0.771,0.185735553
0.05,0.77105,0.185797712
0.05,0.7711,0.185859897
0.05,0.77115,0.185922107
0.05,0.7712,0.185984342
0.05,0.77125,0.186046603
0.05,0.7713,0.186108888
0.05,0.77135,0.186171199
0.05,0.7714,0.186233535
0.05,0.77145,0.186295897
0.05,0.7715,0.186358283
0.05,0.77155,0.186420695
0.05,0.7716,0.186483132
0.05,0.77165,0.186545595
0.05,0.7717,0.186608083
0.05,0.77175,0.186670596
0.05,0.7718,0.186733135
0.05,0.77185,0.186795698
0.05,0.7719,0.186858288
0.05,0.77195,0.186920902
0.05,0.772,0.186983542
0.05,0.77205,0.187046207
0.05,0.7721,0.187108898
0.05,0.77215,0.187171614
0.05,0.7722,0.187234356
0.05,0.77225,0.187297123
0.05,0.7723,0.187359915
0.05,0.77235,0.187422733
0.05,0.7724,0.187485576
0.05,0.77245,0.187548445
0.05,0.7725,0.187611339
0.05,0.77255,0.187674258
0.05,0.7726,0.187737203
0.05,0.77265,0.187800174
0.05,0.7727,0.18786317
0.05,0.77275,0.187926191
0.05,0.7728,0.187989238
0.05,0.77285,0.188052311
0.05,0.7729,0.188115409
0.05,0.77295,0.188178533
0.05,0.773,0.188241682
0.05,0.77305,0.188304856
0.05,0.7731,0.188368057
0.05,0.77315,0.188431283
0.05,0.7732,0.188494534
0.05,0.77325,0.188557811
0.05,0.7733,0.188621114
0.05,0.77335,0.188684442
0.05,0.7734,0.188747796
0.05,0.77345,0.188811175
0.05,0.7735,0.188874581
0.05,0.77355,0.188938011
0.05,0.7736,0.189001468
0.05,0.77365,0.18906495
0.05,0.7737,0.189128458
0.05,0.77375,0.189191991
0.05,0.7738,0.18925555
0.05,0.77385,0.189319135
0.05,0.7739,0.189382746
0.05,0.77395,0.189446382
0.05,0.774,0.189510044
0.05,0.77405,0.189573732
0.05,0.7741,0.189637445
0.05,0.77415,0.189701185
0.05,0.7742,0.18976495
0.05,0.77425,0.189828741
0.05,0.7743,0.189892557
0.05,0.77435,0.1899564
0.05,0.7744,0.190020268
0.05,0.77445,0.190084162
0.05,0.7745,0.190148082
0.05,0.77455,0.190212027
0.05,0.7746,0.190275999
0.05,0.77465,0.190339996
0.05,0.7747,0.190404019
0.05,0.77475,0.190468068
0.05,0.7748,0.190532143
0.05,0.77485,0.190596244
0.05,0.7749,0.190660371
0.05,0.77495,0.190724524
0.05,0.775,0.190788702
0.05,0.77505,0.190852907
0.05,0.7751,0.190917137
0.05,0.77515,0.190981393
0.05,0.7752,0.191045676
0.05,0.77525,0.191109984
0.05,0.7753,0.191174318
0.05,0.77535,0.191238678
0.05,0.7754,0.191303065
0.05,0.77545,0.191367477
0.05,0.7755,0.191431915
0.05,0.77555,0.191496379
0.05,0.7756,0.191560869
0.05,0.77565,0.191625386
0.05,0.7757,0.191689928
0.05,0.77575,0.191754496
0.05,0.7758,0.191819091
0.05,0.77585,0.191883711
0.05,0.7759,0.191948358
0.05,0.77595,0.19201303
0.05,0.776,0.192077729
0.05,0.77605,0.192142454
0.05,0.7761,0.192207205
0.05,0.77615,0.192271982
0.05,0.7762,0.192336785
0.05,0.77625,0.192401615
0.05,0.7763,0.19246647
0.05,0.77635,0.192531352
0.05,0.7764,0.19259626
0.05,0.77645,0.192661194
0.05,0.7765,0.192726154
0.05,0.77655,0.19279114
0.05,0.7766,0.192856153
0.05,0.77665,0.192921192
0.05,0.7767,0.192986257
0.05,0.77675,0.193051348
0.05,0.7768,0.193116466
0.05,0.77685,0.19318161
0.05,0.7769,0.19324678
0.05,0.77695,0.193311976
0.05,0.777,0.193377199
0.05,0.77705,0.193442448
0.05,0.7771,0.193507723
0.05,0.77715,0.193573024
0.05,0.7772,0.193638352
0.05,0.77725,0.193703707
0.05,0.7773,0.193769087
0.05,0.77735,0.193834494
0.05,0.7774,0.193899927
0.05,0.77745,0.193965387
0.05,0.7775,0.194030873
0.05,0.77755,0.194096385
0.05,0.7776,0.194161924
0.05,0.77765,0.194227489
0.05,0.7777,0.19429308
0.05,0.77775,0.194358698
0.05,0.7778,0.194424343
0.05,0.77785,0.194490014
0.05,0.7779,0.194555711
0.05,0.77795,0.194621435
0.05,0.778,0.194687185
0.05,0.77805,0.194752962
0.05,0.7781,0.194818765
0.05,0.77815,0.194884594
0.05,0.7782,0.194950451
0.05,0.77825,0.195016333
0.05,0.7783,0.195082243
0.05,0.77835,0.195148178
0.05,0.7784,0.195214141
0.05,0.77845,0.195280129
0.05,0.7785,0.195346145
0.05,0.77855,0.195412187
0.05,0.7786,0.195478255
0.05,0.77865,0.195544351
0.05,0.7787,0.195610472
0.05,0.77875,0.195676621
0.05,0.7788,0.195742796
0.05,0.77885,0.195808997
0.05,0.7789,0.195875225
0.05,0.77895,0.19594148
0.05,0.779,0.196007762
0.05,0.77905,0.19607407
0.05,0.7791,0.196140405
0.05,0.77915,0.196206766
0.05,0.7792,0.196273155
0.05,0.77925,0.19633957
0.05,0.7793,0.196406011
0.05,0.77935,0.19647248
0.05,0.7794,0.196538975
0.05,0.77945,0.196605497
0.05,0.7795,0.196672045
0.05,0.77955,0.196738621
0.05,0.7796,0.196805223
0.05,0.77965,0.196871852
0.05,0.7797,0.196938507
0.05,0.77975,0.19700519
0.05,0.7798,0.197071899
0.05,0.77985,0.197138635
0.05,0.7799,0.197205398
0.05,0.77995,0.197272188
0.05,0.78,0.197339004
0.05,0.78005,0.197405848
0.05,0.7801,0.197472718
0.05,0.78015,0.197539615
0.05,0.7802,0.197606539
0.05,0.78025,0.19767349
0.05,0.7803,0.197740468
0.05,0.78035,0.197807473
0.05,0.7804,0.197874504
0.05,0.78045,0.197941563
0.05,0.7805,0.198008648
0.05,0.78055,0.198075761
0.05,0.7806,0.1981429
0.05,0.78065,0.198210067
0.05,0.7807,0.19827726
0.05,0.78075,0.19834448
0.05,0.7808,0.198411727
0.05,0.78085,0.198479002
0.05,0.7809,0.198546303
0.05,0.78095,0.198613631
0.05,0.781,0.198680987
0.05,0.78105,0.198748369
0.05,0.7811,0.198815779
0.05,0.78115,0.198883215
0.05,0.7812,0.198950679
0.05,0.78125,0.19901817
0.05,0.7813,0.199085687
0.05,0.78135,0.199153232
0.05,0.7814,0.199220804
0.05,0.78145,0.199288403
0.05,0.7815,0.199356029
0.05,0.78155,0.199423683
0.05,0.7816,0.199491363
0.05,0.78165,0.199559071
0.05,0.7817,0.199626806
0.05,0.78175,0.199694568
0.05,0.7818,0.199762357
0.05,0.78185,0.199830173
0.05,0.7819,0.199898016
0.05,0.78195,0.199965887
0.05,0.782,0.200033785
0.05,0.78205,0.20010171
0.05,0.7821,0.200169663
0.05,0.78215,0.200237642
0.05,0.7822,0.200305649
0.05,0.78225,0.200373684
0.05,0.7823,0.200441745
0.05,0.78235,0.200509834
0.05,0.7824,0.20057795
0.05,0.78245,0.200646093
0.05,0.7825,0.200714264
0.05,0.78255,0.200782462
0.05,0.7826,0.200850687
0.05,0.78265,0.20091894
0.05,0.7827,0.20098722
0.05,0.78275,0.201055527
0.05,0.7828,0.201123862
0.05,0.78285,0.201192224
0.05,0.7829,0.201260614
0.05,0.78295,0.20132903
0.05,0.783,0.201397475
0.05,0.78305,0.201465946
0.05,0.7831,0.201534446
0.05,0.78315,0.201602972
0.05,0.7832,0.201671526
0.05,0.78325,0.201740108
0.05,0.7833,0.201808717
0.05,0.78335,0.201877353
0.05,0.7834,0.201946017
0.05,0.78345,0.202014709
0.05,0.7835,0.202083427
0.05,0.78355,0.202152174
0.05,0.7836,0.202220948
0.05,0.78365,0.202289749
0.05,0.7837,0.202358578
0.05,0.78375,0.202427435
0.05,0.7838,0.202496319
0.05,0.78385,0.202565231
0.05,0.7839,0.20263417
0.05,0.78395,0.202703137
0.05,0.784,0.202772132
0.05,0.78405,0.202841154
0.05,0.7841,0.202910203
0.05,0.78415,0.202979281
0.05,0.7842,0.203048386
0.05,0.78425,0.203117518
0.05,0.7843,0.203186679
0.05,0.78435,0.203255866
0.05,0.7844,0.203325082
0.05,0.78445,0.203394325
0.05,0.7845,0.203463596
0.05,0.78455,0.203532895
0.05,0.7846,0.203602222
0.05,0.78465,0.203671576
0.05,0.7847,0.203740958
0.05,0.78475,0.203810367
0.05,0.7848,0.203879805
0.05,0.78485,0.20394927
0.05,0.7849,0.204018763
0.05,0.78495,0.204088283
0.05,0.785,0.204157832
0.05,0.78505,0.204227408
0.05,0.7851,0.204297012
0.05,0.78515,0.204366644
0.05,0.7852,0.204436304
0.05,0.78525,0.204505991
0.05,0.7853,0.204575707
0.05,0.78535,0.20464545
0.05,0.7854,0.204715221
0.05,0.78545,0.20478502
0.05,0.7855,0.204854847
0.05,0.78555,0.204924702
0.05,0.7856,0.204994585
0.05,0.78565,0.205064495
0.05,0.7857,0.205134434
0.05,0.78575,0.2052044
0.05,0.7858,0.205274395
0.05,0.78585,0.205344417
0.05,0.7859,0.205414468
0.05,0.78595,0.205484546
0.05,0.786,0.205554652
0.05,0.78605,0.205624787
0.05,0.7861,0.205694949
0.05,0.78615,0.205765139
0.05,0.7862,0.205835358
0.05,0.78625,0.205905604
0.05,0.7863,0.205975878
0.05,0.78635,0.206046181
0.05,0.7864,0.206116511
0.05,0.78645,0.20618687
0.05,0.7865,0.206257257
0.05,0.78655,0.206327671
0.05,0.7866,0.206398114
0.05,0.78665,0.206468585
0.05,0.7867,0.206539084
0.05,0.78675,0.206609612
0.05,0.7868,0.206680167
0.05,0.78685,0.206750751
0.05,0.7869,0.206821362
0.05,0.78695,0.206892002
0.05,0.787,0.20696267
0.05,0.78705,0.207033366
0.05,0.7871,0.207104091
0.05,0.78715,0.207174843
0.05,0.7872,0.207245624
0.05,0.78725,0.207316433
0.05,0.7873,0.20738727
0.05,0.78735,0.207458136
0.05,0.7874,0.20752903
0.05,0.78745,0.207599952
0.05,0.7875,0.207670902
0.05,0.78755,0.207741881
0.05,0.7876,0.207812888
0.05,0.78765,0.207883923
0.05,0.7877,0.207954986
0.05,0.78775,0.208026078
0.05,0.7878,0.208097198
0.05,0.78785,0.208168347
0.05,0.7879,0.208239524
0.05,0.78795,0.208310729
0.05,0.788,0.208381962
0.05,0.78805,0.208453224
0.05,0.7881,0.208524515
0.05,0.78815,0.208595833
0.05,0.7882,0.208667181
0.05,0.78825,0.208738556
0.05,0.7883,0.20880996
0.05,0.78835,0.208881393
0.05,0.7884,0.208952854
0.05,0.78845,0.209024343
0.05,0.7885,0.209095861
0.05,0.78855,0.209167407
0.05,0.7886,0.209238982
0.05,0.78865,0.209310585
0.05,0.7887,0.209382217
0.05,0.78875,0.209453877
0.05,0.7888,0.209525566
0.05,0.78885,0.209597283
0.05,0.7889,0.209669029
0.05,0.78895,0.209740804
0.05,0.789,0.209812607
0.05,0.78905,0.209884439
0.05,0.7891,0.209956299
0.05,0.78915,0.210028188
0.05,0.7892,0.210100105
0.05,0.78925,0.210172051
0.05,0.7893,0.210244026
0.05,0.78935,0.210316029
0.05,0.7894,0.210388061
0.05,0.78945,0.210460121
0.05,0.7895,0.210532211
0.05,0.78955,0.210604329
0.05,0.7896,0.210676475
0.05,0.78965,0.210748651
0.05,0.7897,0.210820855
0.05,0.78975,0.210893087
0.05,0.7898,0.210965349
0.05,0.78985,0.211037639
0.05,0.7899,0.211109958
0.05,0.78995,0.211182305
0.05,0.79,0.211254682
0.05,0.79005,0.211327087
0.05,0.7901,0.211399521
0.05,0.79015,0.211471984
0.05,0.7902,0.211544475
0.05,0.79025,0.211616996
0.05,0.7903,0.211689545
0.05,0.79035,0.211762123
0.05,0.7904,0.21183473
0.05,0.79045,0.211907366
0.05,0.7905,0.21198003
0.05,0.79055,0.212052724
0.05,0.7906,0.212125446
0.05,0.79065,0.212198197
0.05,0.7907,0.212270977
0.05,0.79075,0.212343786
0.05,0.7908,0.212416624
0.05,0.79085,0.212489491
0.05,0.7909,0.212562387
0.05,0.79095,0.212635312
0.05,0.791,0.212708266
0.05,0.79105,0.212781248
0.05,0.7911,0.21285426
0.05,0.79115,0.212927301
0.05,0.7912,0.21300037
0.05,0.79125,0.213073469
0.05,0.7913,0.213146597
0.05,0.79135,0.213219753
0.05,0.7914,0.213292939
0.05,0.79145,0.213366154
0.05,0.7915,0.213439398
0.05,0.79155,0.213512671
0.05,0.7916,0.213585973
0.05,0.79165,0.213659304
0.05,0.7917,0.213732664
0.05,0.79175,0.213806053
0.05,0.7918,0.213879472
0.05,0.79185,0.213952919
0.05,0.7919,0.214026396
0.05,0.79195,0.214099902
0.05,0.792,0.214173437
0.05,0.79205,0.214247001
0.05,0.7921,0.214320594
0.05,0.79215,0.214394217
0.05,0.7922,0.214467869
0.05,0.79225,0.21454155
0.05,0.7923,0.21461526
0.05,0.79235,0.214688999
0.05,0.7924,0.214762768
0.05,0.79245,0.214836565
0.05,0.7925,0.214910393
0.05,0.79255,0.214984249
0.05,0.7926,0.215058135
0.05,0.79265,0.21513205
0.05,0.7927,0.215205994
0.05,0.79275,0.215279967
0.05,0.7928,0.21535397
0.05,0.79285,0.215428002
0.05,0.7929,0.215502064
0.05,0.79295,0.215576155
0.05,0.793,0.215650275
0.05,0.79305,0.215724424
0.05,0.7931,0.215798603
0.05,0.79315,0.215872812
0.05,0.7932,0.215947049
0.05,0.79325,0.216021317
0.05,0.7933,0.216095613
0.05,0.79335,0.216169939
0.05,0.7934,0.216244295
0.05,0.79345,0.216318679
0.05,0.7935,0.216393094
0.05,0.79355,0.216467538
0.05,0.7936,0.216542011
0.05,0.79365,0.216616514
0.05,0.7937,0.216691046
0.05,0.79375,0.216765608
0.05,0.7938,0.216840199
0.05,0.79385,0.21691482
0.05,0.7939,0.21698947
0.05,0.79395,0.21706415
0.05,0.794,0.217138859
0.05,0.79405,0.217213598
0.05,0.7941,0.217288367
0.05,0.79415,0.217363165
0.05,0.7942,0.217437993
0.05,0.79425,0.21751285
0.05,0.7943,0.217587737
0.05,0.79435,0.217662653
0.05,0.7944,0.2177376
0.05,0.79445,0.217812576
0.05,0.7945,0.217887581
0.05,0.79455,0.217962616
0.05,0.7946,0.218037681
0.05,0.79465,0.218112776
0.05,0.7947,0.2181879
0.05,0.79475,0.218263054
0.05,0.7948,0.218338238
0.05,0.79485,0.218413451
0.05,0.7949,0.218488694
0.05,0.79495,0.218563967
0.05,0.795,0.21863927
0.05,0.79505,0.218714602
0.05,0.7951,0.218789964
0.05,0.79515,0.218865356
0.05,0.7952,0.218940778
0.05,0.79525,0.219016229
0.05,0.7953,0.219091711
0.05,0.79535,0.219167222
0.05,0.7954,0.219242763
0.05,0.79545,0.219318334
0.05,0.7955,0.219393935
0.05,0.79555,0.219469565
0.05,0.7956,0.219545226
0.05,0.79565,0.219620916
0.05,0.7957,0.219696636
0.05,0.79575,0.219772386
0.05,0.7958,0.219848167
0.05,0.79585,0.219923977
0.05,0.7959,0.219999817
0.05,0.79595,0.220075686
0.05,0.796,0.220151586
0.05,0.79605,0.220227516
0.05,0.7961,0.220303476
0.05,0.79615,0.220379466
0.05,0.7962,0.220455486
0.05,0.79625,0.220531535
0.05,0.7963,0.220607615
0.05,0.79635,0.220683725
0.05,0.7964,0.220759865
0.05,0.79645,0.220836035
0.05,0.7965,0.220912235
0.05,0.79655,0.220988465
0.05,0.7966,0.221064725
0.05,0.79665,0.221141015
0.05,0.7967,0.221217336
0.05,0.79675,0.221293686
0.05,0.7968,0.221370066
0.05,0.79685,0.221446477
0.05,0.7969,0.221522918
0.05,0.79695,0.221599389
0.05,0.797,0.22167589
0.05,0.79705,0.221752421
0.05,0.7971,0.221828983
0.05,0.79715,0.221905575
0.05,0.7972,0.221982196
0.05,0.79725,0.222058848
0.05,0.7973,0.222135531
0.05,0.79735,0.222212243
0.05,0.7974,0.222288986
0.05,0.79745,0.222365759
0.05,0.7975,0.222442562
0.05,0.79755,0.222519396
0.05,0.7976,0.22259626
0.05,0.79765,0.222673154
0.05,0.7977,0.222750078
0.05,0.79775,0.222827033
0.05,0.7978,0.222904018
0.05,0.79785,0.222981034
0.05,0.7979,0.223058079
0.05,0.79795,0.223135155
0.05,0.798,0.223212262
0.05,0.79805,0.223289399
0.05,0.7981,0.223366566
0.05,0.79815,0.223443764
0.05,0.7982,0.223520992
0.05,0.79825,0.22359825
0.05,0.7983,0.223675539
0.05,0.79835,0.223752858
0.05,0.7984,0.223830208
0.05,0.79845,0.223907588
0.05,0.7985,0.223984999
0.05,0.79855,0.22406244
0.05,0.7986,0.224139912
0.05,0.79865,0.224217414
0.05,0.7987,0.224294946
0.05,0.79875,0.224372509
0.05,0.7988,0.224450103
0.05,0.79885,0.224527727
0.05,0.7989,0.224605382
0.05,0.79895,0.224683067
0.05,0.799,0.224760783
0.05,0.79905,0.22483853
0.05,0.7991,0.224916307
0.05,0.79915,0.224994114
0.05,0.7992,0.225071953
0.05,0.79925,0.225149821
0.05,0.7993,0.225227721
0.05,0.79935,0.225305651
0.05,0.7994,0.225383612
0.05,0.79945,0.225461603
0.05,0.7995,0.225539625
0.05,0.79955,0.225617678
0.05,0.7996,0.225695762
0.05,0.79965,0.225773876
0.05,0.7997,0.225852021
0.05,0.79975,0.225930196
0.05,0.7998,0.226008403
0.05,0.79985,0.22608664
0.05,0.7999,0.226164908
0.05,0.79995,0.226243206
0.05,0.8,0.226321536
0.05,0.80005,0.226399896
0.05,0.8001,0.226478287
0.05,0.80015,0.226556708
0.05,0.8002,0.226635161
0.05,0.80025,0.226713644
0.05,0.8003,0.226792159
0.05,0.80035,0.226870704
0.05,0.8004,0.22694928
0.05,0.80045,0.227027887
0.05,0.8005,0.227106524
0.05,0.80055,0.227185193
0.05,0.8006,0.227263892
0.05,0.80065,0.227342623
0.05,0.8007,0.227421384
0.05,0.80075,0.227500176
0.05,0.8008,0.227578999
0.05,0.80085,0.227657853
0.05,0.8009,0.227736738
0.05,0.80095,0.227815654
0.05,0.801,0.227894601
0.05,0.80105,0.227973579
0.05,0.8011,0.228052588
0.05,0.80115,0.228131628
0.05,0.8012,0.228210699
0.05,0.80125,0.228289801
0.05,0.8013,0.228368935
0.05,0.80135,0.228448099
0.05,0.8014,0.228527294
0.05,0.80145,0.22860652
0.05,0.8015,0.228685778
0.05,0.80155,0.228765066
0.05,0.8016,0.228844386
0.05,0.80165,0.228923736
0.05,0.8017,0.229003118
0.05,0.80175,0.229082531
0.05,0.8018,0.229161975
0.05,0.80185,0.22924145
0.05,0.8019,0.229320957
0.05,0.80195,0.229400494
0.05,0.802,0.229480063
0.05,0.80205,0.229559663
0.05,0.8021,0.229639294
0.05,0.80215,0.229718957
0.05,0.8022,0.22979865
0.05,0.80225,0.229878375
0.05,0.8023,0.229958131
0.05,0.80235,0.230037919
0.05,0.8024,0.230117737
0.05,0.80245,0.230197587
0.05,0.8025,0.230277468
0.05,0.80255,0.230357381
0.05,0.8026,0.230437325
0.05,0.80265,0.2305173
0.05,0.8027,0.230597306
0.05,0.80275,0.230677344
0.05,0.8028,0.230757413
0.05,0.80285,0.230837514
0.05,0.8029,0.230917646
0.05,0.80295,0.230997809
0.05,0.803,0.231078004
0.05,0.80305,0.23115823
0.05,0.8031,0.231238487
0.05,0.80315,0.231318776
0.05,0.8032,0.231399097
0.05,0.80325,0.231479448
0.05,0.8033,0.231559832
0.05,0.80335,0.231640246
0.05,0.8034,0.231720693
0.05,0.80345,0.23180117
0.05,0.8035,0.23188168
0.05,0.80355,0.23196222
0.05,0.8036,0.232042793
0.05,0.80365,0.232123396
0.05,0.8037,0.232204032
0.05,0.80375,0.232284699
0.05,0.8038,0.232365397
0.05,0.80385,0.232446127
0.05,0.8039,0.232526889
0.05,0.80395,0.232607682
0.05,0.804,0.232688507
0.05,0.80405,0.232769363
0.05,0.8041,0.232850251
0.05,0.80415,0.232931171
0.05,0.8042,0.233012122
0.05,0.80425,0.233093105
0.05,0.8043,0.23317412
0.05,0.80435,0.233255166
0.05,0.8044,0.233336244
0.05,0.80445,0.233417354
0.05,0.8045,0.233498495
0.05,0.80455,0.233579668
0.05,0.8046,0.233660873
0.05,0.80465,0.23374211
0.05,0.8047,0.233823378
0.05,0.80475,0.233904678
0.05,0.8048,0.23398601
0.05,0.80485,0.234067374
0.05,0.8049,0.234148769
0.05,0.80495,0.234230196
0.05,0.805,0.234311655
0.05,0.80505,0.234393146
0.05,0.8051,0.234474669
0.05,0.80515,0.234556224
0.05,0.8052,0.23463781
0.05,0.80525,0.234719428
0.05,0.8053,0.234801079
0.05,0.80535,0.234882761
0.05,0.8054,0.234964475
0.05,0.80545,0.23504622
0.05,0.8055,0.235127998
0.05,0.80555,0.235209808
0.05,0.8056,0.23529165
0.05,0.80565,0.235373523
0.05,0.8057,0.235455429
0.05,0.80575,0.235537366
0.05,0.8058,0.235619336
0.05,0.80585,0.235701338
0.05,0.8059,0.235783371
0.05,0.80595,0.235865437
0.05,0.806,0.235947534
0.05,0.80605,0.236029664
0.05,0.8061,0.236111826
0.05,0.80615,0.236194019
0.05,0.8062,0.236276245
0.05,0.80625,0.236358503
0.05,0.8063,0.236440793
0.05,0.80635,0.236523115
0.05,0.8064,0.236605469
0.05,0.80645,0.236687856
0.05,0.8065,0.236770274
0.05,0.80655,0.236852725
0.05,0.8066,0.236935207
0.05,0.80665,0.237017722
0.05,0.8067,0.237100269
0.05,0.80675,0.237182848
0.05,0.8068,0.23726546
0.05,0.80685,0.237348104
0.05,0.8069,0.237430779
0.05,0.80695,0.237513488
0.05,0.807,0.237596228
0.05,0.80705,0.237679001
0.05,0.8071,0.237761805
0.05,0.80715,0.237844642
0.05,0.8072,0.237927512
0.05,0.80725,0.238010414
0.05,0.8073,0.238093348
0.05,0.80735,0.238176314
0.05,0.8074,0.238259313
0.05,0.80745,0.238342343
0.05,0.8075,0.238425407
0.05,0.80755,0.238508502
0.05,0.8076,0.238591631
0.05,0.80765,0.238674791
0.05,0.8077,0.238757984
0.05,0.80775,0.238841209
0.05,0.8078,0.238924467
0.05,0.80785,0.239007757
0.05,0.8079,0.239091079
0.05,0.80795,0.239174434
0.05,0.808,0.239257821
0.05,0.80805,0.239341241
0.05,0.8081,0.239424693
0.05,0.80815,0.239508178
0.05,0.8082,0.239591695
0.05,0.80825,0.239675245
0.05,0.8083,0.239758827
0.05,0.80835,0.239842442
0.05,0.8084,0.23992609
0.05,0.80845,0.24000977
0.05,0.8085,0.240093482
0.05,0.80855,0.240177227
0.05,0.8086,0.240261005
0.05,0.80865,0.240344815
0.05,0.8087,0.240428658
0.05,0.80875,0.240512533
0.05,0.8088,0.240596441
0.05,0.80885,0.240680382
0.05,0.8089,0.240764355
0.05,0.80895,0.240848361
0.05,0.809,0.2409324
0.05,0.80905,0.241016471
0.05,0.8091,0.241100575
0.05,0.80915,0.241184712
0.05,0.8092,0.241268881
0.05,0.80925,0.241353083
0.05,0.8093,0.241437318
0.05,0.80935,0.241521586
0.05,0.8094,0.241605886
0.05,0.80945,0.241690219
0.05,0.8095,0.241774585
0.05,0.80955,0.241858984
0.05,0.8096,0.241943415
0.05,0.80965,0.24202788
0.05,0.8097,0.242112377
0.05,0.80975,0.242196907
0.05,0.8098,0.242281469
0.05,0.80985,0.242366065
0.05,0.8099,0.242450694
0.05,0.80995,0.242535355
0.05,0.81,0.242620049
0.05,0.81005,0.242704776
0.05,0.8101,0.242789536
0.05,0.81015,0.242874329
0.05,0.8102,0.242959155
0.05,0.81025,0.243044014
0.05,0.8103,0.243128906
0.05,0.81035,0.24321383
0.05,0.8104,0.243298788
0.05,0.81045,0.243383779
0.05,0.8105,0.243468802
0.05,0.81055,0.243553859
0.05,0.8106,0.243638949
0.05,0.81065,0.243724071
